ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check;ID
München;;4,81733E+16;1,15215E+16;;0.0;very low;0;0;D;5297.69;80.0;423814.82;0.69;291087.4;0,25;True;True;3410
München;;4,81733E+15;1,15137E+16;;0.0;very low;0;0;E;5297.69;80.0;423814.82;0.61;257498.16;0,2;True;True;3411
München;;4,81782E+15;1,15348E+16;;0.0;very low;0;0;A;5297.69;86.87;460202.48;0.54;249028.58;0,2;True;True;3412
München;;4,81766E+14;1,15393E+16;;0.0;very low;0;0;C;5297.69;80.0;423814.82;0.66;279330.55;0,3;True;True;3413
München;;4,81782E+14;1,15239E+16;;0.0;very low;0;0;A;5297.69;126.28;668980.75;0.68;451758.17;0,2;True;True;3414
München;;4,81751E+15;1,15025E+15;;0.0;very low;0;0;C;5297.69;125.29;663748.11;0.55;365575.58;0,25;True;True;3415
München;;4,81518E+15;1,15271E+16;;0.0;very low;0;0;G;5297.69;136.16;721335.6;0.56;405672.05;0,2;True;True;3416
München;;4,81513E+15;1,15222E+16;;0.0;very low;0;0;C;5297.69;80.0;423814.82;0.66;280216.84;0,2;True;True;3417
München;;4,8152E+15;1,1527E+16;;0.0;very low;0;0;G;5297.69;144.3;764469.46;0.75;571266.81;0,2;True;True;3418
München;;4,81465E+15;1,15278E+16;;0.0;very low;0;0;C;5297.69;119.92;635296.16;0.53;333646.13;0,2;True;True;3419
München;;4,81524E+16;1,1536E+16;;0.0;very low;0;0;D;5297.69;81.82;433469.45;0.65;283740.55;0,2;True;True;3420
München;;4,8165E+15;1,15517E+16;;0.0;very low;0;0;D;5297.69;80.0;423814.82;0.66;277906.32;0,2;True;True;3421
München;;4,81645E+15;1,15619E+16;;0.0;very low;0;0;G;5297.69;111.51;590741.76;0.71;416668.66;0,25;True;True;3422
München;;4,81618E+15;1,1554E+16;;0.0;very low;0;0;G;5297.69;92.75;491346.97;0.43;211237.61;0,2;True;True;3423
München;;4,81709E+15;1,15601E+16;;0.0;very low;0;0;A+;5297.69;153.23;811773.44;0.67;547406.64;0,25;True;True;3424
München;;4,81628E+16;1,15518E+16;;0.0;very low;0;0;G;5297.69;111.54;590921.59;0.57;334974.05;0,3;True;True;3425
Mering;Landkreis Aichach-Friedberg;4,82761E+14;1,09643E+15;;0.0;very low;0;0;E;2333.67;80.0;186693.22;0.53;99755.49;0,25;True;True;3426
Mering;Landkreis Aichach-Friedberg;4,8276E+14;1,09655E+16;;0.0;very low;0;0;C;2333.67;139.1;324608.85;0.42;137398.97;0,2;True;True;3427
Mering;Landkreis Aichach-Friedberg;4,82584E+15;1,10076E+16;;0.0;very low;0;0;H;2333.67;80.0;186693.22;0.75;140019.91;0,2;True;True;3428
Mering;Landkreis Aichach-Friedberg;4,82649E+14;1,09896E+16;;0.0;very low;0;0;D;2333.67;86.38;201587.0;0.42;85633.03;0,2;True;True;3429
München;;4,82082E+15;1,16021E+16;;0.0;very low;0;0;E;5297.69;132.34;701097.59;0.75;524837.27;0,2;True;True;3430
München;;4,81921E+14;1,15959E+16;;0.0;very low;0;0;C;5297.69;89.23;472731.05;0.49;230925.12;0,25;True;True;3431
München;;4,82192E+14;1,1634E+16;;0.0;very low;0;0;D;5297.69;156.61;829684.2;0.59;489352.89;0,2;True;True;3432
München;;4,82014E+15;1,16264E+16;;0.0;very low;0;0;A;5297.69;121.43;643314.81;0.68;436008.03;0,2;True;True;3433
München;;4,82162E+15;1,16049E+16;;0.0;very low;0;0;C;5297.69;160.6;850794.66;0.66;563503.5;0,2;True;True;3434
München;;4,82069E+16;1,16319E+16;;0.0;very low;0;0;D;5297.69;165.8;878379.13;0.72;629085.8;0,3;True;True;3435
München;;4,81937E+15;1,16206E+15;;0.0;very low;0;0;E;5297.69;105.14;557010.69;0.44;244358.62;0,2;True;True;3436
München;;4,81639E+15;1,15268E+16;;0.0;very low;0;0;A+;5297.69;153.24;811840.71;0.48;385722.79;0,2;True;True;3437
München;;4,8165E+15;1,15261E+16;;0.0;very low;0;0;E;5297.69;129.7;687120.1;0.55;378368.95;0,2;True;True;3438
München;;4,81563E+15;1,1502E+16;;0.0;very low;0;0;F;5297.69;109.07;577820.11;0.47;270000.49;0,2;True;True;3439
München;;4,81677E+14;1,15902E+16;;0.0;very low;0;0;H;5297.69;146.02;773582.15;0.75;580186.62;0,3;True;True;3440
München;;4,818E+16;1,16169E+16;;0.0;very low;0;0;H;5297.69;122.68;649940.68;0.48;313473.53;0,2;True;True;3441
München;;4,81749E+15;1,1612E+14;;0.0;very low;0;0;H;5297.69;132.36;701217.66;0.72;507081.94;0,2;True;True;3442
München;;4,81677E+15;1,16074E+16;;0.0;very low;0;0;E;5297.69;135.75;719136.46;0.65;466973.3;0,3;True;True;3443
München;;4,81701E+15;1,16026E+15;;0.0;very low;0;0;D;5297.69;143.89;762310.06;0.71;539745.99;0,2;True;True;3444
München;;4,81369E+16;1,15731E+16;;0.0;very low;0;0;E;5297.69;142.46;754685.39;0.66;495542.83;0,2;True;True;3445
München;;4,81621E+15;1,15321E+16;;0.0;very low;0;0;F;5297.69;80.0;423814.82;0.42;179249.79;0,2;True;True;3446
München;;4,81597E+15;1,15404E+16;;0.0;very low;0;0;H;5297.69;80.0;423814.82;0.47;201030.94;0,2;True;True;3447
München;;4,81682E+15;1,15356E+16;;0.0;very low;0;0;D;5297.69;144.39;764945.76;0.47;361543.38;0,3;True;True;3448
München;;4,81633E+15;1,15309E+15;;0.0;very low;0;0;F;5297.69;119.94;635429.84;0.57;361387.72;0,3;True;True;3449
München;;4,81588E+16;1,15309E+14;;0.0;very low;0;0;B;5297.69;154.28;817351.81;0.74;606467.08;0,25;True;True;3450
München;;4,81706E+16;1,15255E+16;;0.0;very low;0;0;F;5297.69;147.71;782521.15;0.71;557018.12;0,3;True;True;3451
München;;4,81378E+16;1,15444E+16;;0.0;very low;0;0;D;5297.69;80.0;423814.82;0.74;315000.87;0,2;True;True;3452
München;;4,81404E+15;1,15397E+16;;0.0;very low;0;0;A+;5297.69;80.0;423814.82;0.46;195007.49;0,25;True;True;3453
München;;4,81366E+15;1,1539E+16;;0.0;very low;0;0;C;5297.69;99.3;526068.28;0.67;350165.43;0,3;True;True;3454
München;;4,81353E+15;1,15345E+16;;0.0;very low;0;0;F;5297.69;104.53;553744.44;0.45;250004.63;0,2;True;True;3455
München;;4,81364E+15;1,15395E+16;;0.0;very low;0;0;F;5297.69;139.27;737819.54;0.55;405337.96;0,2;True;True;3456
München;;4,81401E+15;1,15392E+16;;0.0;very low;0;0;G;5297.69;136.49;723072.25;0.62;448476.96;0,3;True;True;3457
München;;4,81399E+15;1,15427E+16;;0.0;very low;0;0;F;5297.69;80.0;423814.82;0.68;288761.1;0,3;True;True;3458
München;;4,81287E+14;1,15075E+16;;0.0;very low;0;0;A+;5297.69;167.42;886922.21;0.44;392989.29;0,25;True;True;3459
München;;4,81295E+15;1,15037E+16;;0.0;very low;0;0;C;5297.69;147.6;781914.59;0.46;360969.09;0,2;True;True;3460
München;;4,81323E+15;1,15046E+16;;0.0;very low;0;0;C;5297.69;126.46;669927.27;0.7;471409.19;0,2;True;True;3461
München;;4,81296E+15;1,15137E+15;;0.0;very low;0;0;B;5297.69;80.0;423814.82;0.45;190262.41;0,2;True;True;3462
München;;4,8134E+15;1,15161E+16;;0.0;very low;0;0;F;5297.69;125.12;662828.4;0.53;352055.27;0,25;True;True;3463
München;;4,81791E+15;1,15544E+15;;0.0;very low;0;0;F;5297.69;94.73;501867.86;0.72;362324.46;0,2;True;True;3464
München;;4,8176E+15;1,15678E+15;;0.0;very low;0;0;D;5297.69;80.0;423814.82;0.55;233204.68;0,2;True;True;3465
München;;4,81807E+15;1,15406E+16;;0.0;very low;0;0;D;5297.69;109.17;578373.05;0.52;299227.53;0,3;True;True;3466
München;;4,81723E+16;1,1539E+15;;0.0;very low;0;0;A+;5297.69;116.42;616760.02;0.75;462570.02;0,2;True;True;3467
München;;4,81793E+15;1,15529E+15;;0.0;very low;0;0;D;5297.69;86.28;457079.56;0.48;220913.83;0,3;True;True;3468
München;;4,81808E+15;1,15582E+16;;0.0;very low;0;0;C;5297.69;161.27;854380.92;0.66;568149.3;0,2;True;True;3469
München;;4,81501E+14;1,15807E+16;;0.0;very low;0;0;H;5297.69;125.45;664617.62;0.75;498463.21;0,2;True;True;3470
München;;4,81568E+15;1,1578E+15;;0.0;very low;0;0;C;5297.69;149.49;791968.58;0.45;358237.84;0,2;True;True;3471
München;;4,81568E+16;1,15719E+15;;0.0;very low;0;0;C;5297.69;119.79;634597.41;0.5;317963.71;0,2;True;True;3472
München;;4,81591E+15;1,15802E+16;;0.0;very low;0;0;C;5297.69;119.16;631255.23;0.49;307166.11;0,3;True;True;3473
München;;4,8201E+15;1,14399E+16;;0.0;very low;0;0;D;5297.69;149.79;793560.54;0.73;580292.41;0,3;True;True;3474
München;;4,81811E+16;1,14639E+16;;0.0;very low;0;0;B;5297.69;116.41;616711.34;0.48;293196.75;0,2;True;True;3475
München;;4,81856E+15;1,14366E+16;;0.0;very low;0;0;F;5297.69;80.0;423814.82;0.55;230991.75;0,25;True;True;3476
München;;4,81978E+15;1,14647E+16;;0.0;very low;0;0;F;5297.69;80.0;423814.82;0.51;217456.88;0,2;True;True;3477
München;;4,8141E+15;1,15856E+16;;0.0;very low;0;0;E;5297.69;139.99;741634.6;0.69;511246.48;0,2;True;True;3478
München;;4,81487E+15;1,15947E+15;;0.0;very low;0;0;G;5297.69;138.82;735440.64;0.54;398651.18;0,2;True;True;3479
München;;4,81344E+15;1,15875E+16;;0.0;very low;0;0;H;5297.69;107.8;571065.37;0.53;304466.65;0,2;True;True;3480
München;;4,81733E+14;1,15661E+16;;0.0;very low;0;0;A+;5297.69;152.21;806362.13;0.64;516988.67;0,2;True;True;3481
München;;4,81737E+15;1,15855E+16;;0.0;very low;0;0;G;5297.69;120.37;637666.66;0.54;345395.61;0,2;True;True;3482
München;;4,81691E+15;1,15832E+16;;0.0;very low;0;0;A+;5297.69;116.69;618194.61;0.67;415309.45;0,3;True;True;3483
München;;4,81756E+15;1,15725E+16;;0.0;very low;0;0;D;5297.69;154.83;820237.92;0.51;421181.84;0,2;True;True;3484
München;;4,81869E+15;1,14911E+16;;0.0;very low;0;0;E;5297.69;147.53;781558.48;0.51;397561.32;0,2;True;True;3485
München;;4,81676E+15;1,14899E+15;;0.0;very low;0;0;H;5297.69;149.51;792031.21;0.75;594023.4;0,2;True;True;3486
München;;4,82008E+15;1,14809E+16;;0.0;very low;0;0;A;5297.69;99.01;524512.05;0.47;248648.55;0,2;True;True;3487
München;;4,81834E+14;1,14859E+15;;0.0;very low;0;0;E;5297.69;82.81;438697.39;0.44;193734.26;0,25;True;True;3488
München;;4,81798E+15;1,15026E+15;;0.0;very low;0;0;B;5297.69;124.2;657984.57;0.58;384475.82;0,2;True;True;3489
München;;4,81933E+15;1,14699E+16;;0.0;very low;0;0;G;5297.69;81.13;429780.98;0.56;239351.05;0,2;True;True;3490
München;;4,81494E+15;1,15448E+16;;0.0;very low;0;0;H;5297.69;122.3;647930.93;0.66;426170.22;0,2;True;True;3491
München;;4,81574E+15;1,15507E+16;;0.0;very low;0;0;D;5297.69;151.88;804618.91;0.75;603464.18;0,25;True;True;3492
München;;4,81507E+16;1,15405E+16;;0.0;very low;0;0;H;5297.69;99.57;527491.42;0.65;344803.02;0,2;True;True;3493
München;;4,81489E+16;1,15404E+15;;0.0;very low;0;0;G;5297.69;160.2;848682.71;0.71;603825.45;0,3;True;True;3494
München;;4,81564E+15;1,15489E+16;;0.0;very low;0;0;A+;5297.69;97.19;514883.74;0.43;221279.76;0,3;True;True;3495
München;;4,815E+15;1,15416E+16;;0.0;very low;0;0;D;5297.69;120.64;639136.28;0.5;321750.85;0,3;True;True;3496
München;;4,81671E+16;1,15803E+16;;0.0;very low;0;0;H;5297.69;80.0;423814.82;0.75;317861.11;0,3;True;True;3497
München;;4,81647E+15;1,1582E+16;;0.0;very low;0;0;D;5297.69;80.97;428951.52;0.61;259904.53;0,2;True;True;3498
München;;4,81641E+16;1,1575E+15;;0.0;very low;0;0;H;5297.69;130.82;693025.75;0.59;409677.69;0,3;True;True;3499
München;;4,81244E+15;1,15578E+16;;0.0;very low;0;0;D;5297.69;80.0;423814.82;0.47;198916.17;0,2;True;True;3500
München;;4,81276E+16;1,15591E+16;;0.0;very low;0;0;A;5297.69;80.0;423814.82;0.52;219893.81;0,3;True;True;3501
München;;4,81245E+16;1,15493E+15;;0.0;very low;0;0;A;5297.69;102.95;545420.72;0.73;398711.43;0,25;True;True;3502
München;;4,81306E+15;1,15601E+16;;0.0;very low;0;0;D;5297.69;86.57;458643.03;0.73;335520.34;0,2;True;True;3503
München;;4,81596E+15;1,1572E+16;;0.0;very low;0;0;E;5297.69;149.97;794475.76;0.59;472127.15;0,2;True;True;3504
München;;4,81653E+15;1,15687E+16;;0.0;very low;0;0;D;5297.69;138.17;732007.54;0.58;427346.36;0,2;True;True;3505
München;;4,81683E+15;1,15713E+16;;0.0;very low;0;0;H;5297.69;158.67;840567.85;0.58;489700.24;0,2;True;True;3506
München;;4,81624E+16;1,15665E+16;;0.0;very low;0;0;F;5297.69;89.37;473479.16;0.64;303228.13;0,2;True;True;3507
München;;4,81815E+16;1,15802E+16;;0.0;very low;0;0;D;5297.69;118.21;626255.81;0.57;359127.19;0,2;True;True;3508
München;;4,81815E+14;1,15982E+15;;0.0;very low;0;0;F;5297.69;80.0;423814.82;0.64;269650.27;0,2;True;True;3509
München;;4,81892E+15;1,15887E+16;;0.0;very low;0;0;C;5297.69;85.61;453544.75;0.45;205380.49;0,25;True;True;3510
München;;4,81876E+15;1,15706E+16;;0.0;very low;0;0;G;5297.69;80.0;423814.82;0.58;243763.09;0,25;True;True;3511
München;;4,81829E+15;1,1596E+16;;0.0;very low;0;0;C;5297.69;80.0;423814.82;0.71;302145.42;0,2;True;True;3512
München;;4,81775E+15;1,15915E+15;;0.0;very low;0;0;G;5297.69;142.58;755364.99;0.75;566523.74;0,2;True;True;3513
München;;4,81823E+14;1,15803E+16;;0.0;very low;0;0;B;5297.69;80.0;423814.82;0.56;239038.58;0,2;True;True;3514
München;;4,81303E+15;1,15483E+16;;0.0;very low;0;0;A;5297.69;154.15;816622.82;0.43;350390.6;0,2;True;True;3515
München;;4,81382E+14;1,15576E+16;;0.0;very low;0;0;H;5297.69;80.0;423814.82;0.65;273460.35;0,2;True;True;3516
München;;4,81331E+15;1,15795E+16;;0.0;very low;0;0;G;5297.69;80.0;423814.82;0.66;280037.27;0,2;True;True;3517
München;;4,81338E+15;1,15786E+16;;0.0;very low;0;0;D;5297.69;95.38;505304.06;0.6;302038.01;0,2;True;True;3518
München;;4,81315E+15;1,15702E+15;;0.0;very low;0;0;D;5297.69;99.79;528679.59;0.49;257131.16;0,2;True;True;3519
München;;4,81303E+15;1,15802E+16;;0.0;very low;0;0;H;5297.69;161.98;858121.47;0.55;467932.11;0,2;True;True;3520
München;;4,81296E+14;1,15669E+16;;0.0;very low;0;0;C;5297.69;129.56;686388.38;0.49;333298.22;0,25;True;True;3521
München;;4,81323E+15;1,15674E+16;;0.0;very low;0;0;E;5297.69;116.59;617646.49;0.56;348125.48;0,2;True;True;3522
München;;4,81311E+15;1,15757E+16;;0.0;very low;0;0;C;5297.69;80.0;423814.82;0.62;261849.04;0,3;True;True;3523
München;;4,82066E+15;1,15417E+16;;0.0;very low;0;0;C;5297.69;163.62;866790.04;0.65;559441.34;0,2;True;True;3524
München;;4,82342E+15;1,15183E+16;;0.0;very low;0;0;A;5297.69;80.0;423814.82;0.66;280582.99;0,3;True;True;3525
München;;4,82324E+15;1,15041E+16;;0.0;very low;0;0;C;5297.69;137.43;728040.86;0.65;474285.26;0,2;True;True;3526
München;;4,82224E+16;1,14927E+16;;0.0;very low;0;0;D;5297.69;89.22;472663.97;0.75;354497.98;0,3;True;True;3527
München;;4,82411E+15;1,14965E+16;;0.0;very low;0;0;H;5297.69;129.91;688202.61;0.46;314053.08;0,2;True;True;3528
München;;4,82072E+14;1,15398E+16;;0.0;very low;0;0;B;5297.69;80.0;423814.82;0.6;253205.12;0,2;True;True;3529
München;;4,82079E+15;1,1491E+15;;0.0;very low;0;0;G;5297.69;127.08;673253.81;0.66;442344.31;0,25;True;True;3530
München;;4,81495E+16;1,15071E+16;;0.0;very low;0;0;C;5297.69;157.28;833206.88;0.52;435027.11;0,25;True;True;3531
München;;4,81584E+15;1,15276E+16;;0.0;very low;0;0;A;5297.69;139.24;737673.39;0.72;534551.19;0,2;True;True;3532
München;;4,81467E+15;1,14915E+16;;0.0;very low;0;0;A+;5297.69;115.68;612818.08;0.69;423781.57;0,2;True;True;3533
München;;4,8143E+15;1,15307E+16;;0.0;very low;0;0;F;5297.69;107.62;570115.34;0.48;272595.7;0,2;True;True;3534
München;;4,81532E+15;1,14937E+15;;0.0;very low;0;0;G;5297.69;112.57;596346.39;0.69;412326.39;0,2;True;True;3535
München;;4,81632E+16;1,15944E+14;;0.0;very low;0;0;E;5297.69;107.48;569410.24;0.54;306884.96;0,3;True;True;3536
München;;4,81566E+15;1,15906E+15;;0.0;very low;0;0;H;5297.69;80.0;423814.82;0.75;317861.11;0,2;True;True;3537
München;;4,81567E+16;1,15875E+16;;0.0;very low;0;0;C;5297.69;167.52;887452.96;0.47;415655.43;0,3;True;True;3538
München;;4,8149E+15;1,1574E+16;;0.0;very low;0;0;D;5297.69;99.34;526275.21;0.46;240646.83;0,25;True;True;3539
München;;4,81493E+16;1,15605E+16;;0.0;very low;0;0;D;5297.69;119.42;632624.19;0.61;383869.92;0,2;True;True;3540
München;;4,81504E+15;1,15626E+16;;0.0;very low;0;0;C;5297.69;114.83;608311.92;0.44;264749.87;0,2;True;True;3541
Rehling;Landkreis Aichach-Friedberg;4,84713E+16;1,09469E+16;;0.0;very low;0;0;C;2333.67;123.54;288306.41;0.49;140595.36;0,3;True;True;3542
Inchenhofen;Landkreis Aichach-Friedberg;4,8524E+15;1,11034E+16;;0.0;very low;0;0;D;2333.67;80.0;186693.22;0.65;121307.02;0,2;True;True;3543
Kühbach;Landkreis Aichach-Friedberg;4,84869E+15;1,11788E+16;;0.0;very low;0;0;E;2333.67;133.17;310772.23;0.48;148521.25;0,2;True;True;3544
Pöttmes;Landkreis Aichach-Friedberg;4,8582E+15;1,11252E+16;;0.0;very low;0;0;D;2333.67;80.0;186693.22;0.55;101979.76;0,2;True;True;3545
Pöttmes;Landkreis Aichach-Friedberg;4,85765E+15;1,11448E+16;;0.0;very low;0;0;H;2333.67;94.45;220417.75;0.61;135105.86;0,2;True;True;3546
Obergriesbach;Landkreis Aichach-Friedberg;4,84228E+15;1,10421E+15;;0.0;very low;0;0;H;2333.67;141.01;329060.13;0.75;246795.1;0,25;True;True;3547
Aichach;Landkreis Aichach-Friedberg;4,84569E+15;1,10785E+16;;0.0;very low;0;0;C;2333.67;165.47;386144.56;0.57;218330.06;0,3;True;True;3548
Aichach;Landkreis Aichach-Friedberg;4,84542E+15;1,10981E+16;;0.0;very low;0;0;B;2333.67;128.35;299534.68;0.62;186571.15;0,3;True;True;3549
Aichach;Landkreis Aichach-Friedberg;4,8451E+15;1,11153E+15;;0.0;very low;0;0;D;2333.67;117.01;273073.55;0.74;202286.17;0,25;True;True;3550
Aichach;Landkreis Aichach-Friedberg;4,84534E+15;1,11952E+16;;0.0;very low;0;0;D;2333.67;133.36;311221.96;0.59;182375.83;0,2;True;True;3551
Aichach;Landkreis Aichach-Friedberg;4,84858E+15;1,1126E+14;;0.0;very low;0;0;H;2333.67;161.93;377893.55;0.7;264773.46;0,2;True;True;3552
Aichach;Landkreis Aichach-Friedberg;4,84304E+15;1,10727E+16;;0.0;very low;0;0;A+;2333.67;80.16;187059.35;0.71;132024.02;0,2;True;True;3553
München;;4,8127E+15;1,14693E+15;;0.0;very low;0;0;F;5297.69;131.36;695891.1;0.47;329928.07;0,2;True;True;3554
München;;4,81302E+15;1,14917E+15;;0.0;very low;0;0;A;5297.69;80.0;423814.82;0.49;206823.03;0,2;True;True;3555
München;;4,81333E+15;1,14847E+16;;0.0;very low;0;0;H;5297.69;139.27;737820.8;0.64;470321.02;0,25;True;True;3556
München;;4,81271E+15;1,14757E+16;;0.0;very low;0;0;A+;5297.69;87.22;462067.14;0.43;197279.6;0,25;True;True;3557
München;;4,8129E+15;1,14702E+16;;0.0;very low;0;0;D;5297.69;166.18;880355.82;0.44;390493.01;0,2;True;True;3558
München;;4,81305E+14;1,14791E+16;;0.0;very low;0;0;C;5297.69;92.04;487609.86;0.57;278771.15;0,3;True;True;3559
München;;4,81409E+15;1,14812E+15;;0.0;very low;0;0;A;5297.69;141.05;747224.1;0.53;397335.22;0,3;True;True;3560
München;;4,81368E+15;1,14904E+16;;0.0;very low;0;0;E;5297.69;151.1;800467.59;0.52;415892.4;0,2;True;True;3561
München;;4,81531E+15;1,15536E+16;;0.0;very low;0;0;F;5297.69;98.22;520362.13;0.48;251916.78;0,3;True;True;3562
München;;4,8153E+15;1,15564E+16;;0.0;very low;0;0;A;5297.69;126.63;670837.79;0.75;503128.35;0,25;True;True;3563
Vaterstetten;Landkreis Ebersberg;4,81127E+16;1,17816E+15;;0.0;very low;0;0;F;3896.03;141.92;552921.45;0.44;242666.99;0,2;True;True;3564
Vaterstetten;Landkreis Ebersberg;4,81099E+15;1,17616E+16;;0.0;very low;0;0;A;3896.03;148.3;577786.05;0.73;422862.72;0,2;True;True;3565
Aßling;Landkreis Ebersberg;4,79851E+15;1,19924E+16;;0.0;very low;0;0;F;3896.03;80.0;311682.39;0.45;141287.02;0,2;True;True;3566
Steinhöring;Landkreis Ebersberg;4,80834E+15;1,20277E+16;;0.0;very low;0;0;A;3896.03;80.0;311682.39;0.64;200925.77;0,2;True;True;3567
Vaterstetten;Landkreis Ebersberg;4,81189E+15;1,17899E+16;;0.0;very low;0;0;H;3896.03;100.56;391775.66;0.64;251543.77;0,2;True;True;3568
Vaterstetten;Landkreis Ebersberg;4,81316E+16;1,18083E+16;;0.0;very low;0;0;F;3896.03;96.64;376511.82;0.65;244025.18;0,2;True;True;3569
Vaterstetten;Landkreis Ebersberg;4,80991E+15;1,17986E+16;;0.0;very low;0;0;D;3896.03;156.53;609851.58;0.52;317308.62;0,2;True;True;3570
Forstinning;Landkreis Ebersberg;4,81674E+16;1,19093E+16;;0.0;very low;0;0;F;3896.03;80.0;311682.39;0.47;145909.87;0,2;True;True;3571
Anzing;Landkreis Ebersberg;4,81615E+16;1,18702E+16;;0.0;very low;0;0;D;3896.03;119.99;467487.85;0.72;338440.56;0,2;True;True;3572
Vaterstetten;Landkreis Ebersberg;4,81574E+16;1,18633E+16;;0.0;very low;0;0;E;3896.03;153.75;599011.32;0.58;347348.08;0,2;True;True;3573
Poing;Landkreis Ebersberg;4,81719E+16;1,17924E+15;;0.0;very low;0;0;D;3896.03;164.73;641810.48;0.61;392001.72;0,3;True;True;3574
Poing;Landkreis Ebersberg;4,818E+14;1,17912E+16;;0.0;very low;0;0;H;3896.03;80.0;311682.39;0.64;199198.32;0,3;True;True;3575
Poing;Landkreis Ebersberg;4,81714E+15;1,17978E+16;;0.0;very low;0;0;C;3896.03;154.5;601933.82;0.46;276945.7;0,3;True;True;3576
Poing;Landkreis Ebersberg;4,81548E+15;1,17743E+16;;0.0;very low;0;0;F;3896.03;111.95;436167.25;0.49;212175.69;0,2;True;True;3577
Kirchseeon;Landkreis Ebersberg;4,80579E+16;1,19134E+16;;0.0;very low;0;0;C;3896.03;148.64;579103.42;0.65;378063.5;0,2;True;True;3578
Kirchseeon;Landkreis Ebersberg;4,81175E+15;1,18392E+16;;0.0;very low;0;0;G;3896.03;80.0;311682.39;0.66;206878.99;0,3;True;True;3579
Kirchseeon;Landkreis Ebersberg;4,80876E+15;1,18618E+15;;0.0;very low;0;0;H;3896.03;107.37;418298.23;0.66;276191.75;0,2;True;True;3580
Egmating;Landkreis Ebersberg;4,79688E+15;1,18416E+15;;0.0;very low;0;0;F;3896.03;80.0;311682.39;0.49;152208.83;0,3;True;True;3581
Markt Schwaben;Landkreis Ebersberg;4,81995E+15;1,18932E+16;HQ extrem;0.001;very low;0;0;E;3896.03;80.0;311682.39;0.49;151622.37;0,2;True;True;3582
Markt Schwaben;Landkreis Ebersberg;4,82071E+15;1,18662E+16;;0.0;very low;0;0;D;3896.03;88.57;345065.49;0.61;212127.42;0,2;True;True;3583
Markt Schwaben;Landkreis Ebersberg;4,82178E+15;1,19E+15;;0.0;very low;0;0;D;3896.03;107.11;417297.37;0.67;280039.99;0,2;True;True;3584
Markt Schwaben;Landkreis Ebersberg;4,82108E+15;1,18582E+16;;0.0;very low;0;0;G;3896.03;80.0;311682.39;0.47;145011.11;0,25;True;True;3585
Ottenhofen;Landkreis Erding;4,82013E+16;1,19047E+16;;0.0;very low;0;0;D;2625.96;85.53;224611.03;0.51;114981.49;0,25;True;True;3586
Ottenhofen;Landkreis Erding;4,82044E+15;1,18611E+16;;0.0;very low;0;0;A+;2625.96;162.37;426376.76;0.47;199742.55;0,25;True;True;3587
Ottenhofen;Landkreis Erding;4,81926E+15;1,18466E+16;;0.0;very low;0;0;B;2625.96;145.74;382698.96;0.6;230144.48;0,2;True;True;3588
Ottenhofen;Landkreis Erding;4,82139E+14;1,18859E+16;HQ extrem;0.001;very low;0;0;E;2625.96;84.26;221267.75;0.63;138465.99;0,2;True;True;3589
Oberding;Landkreis Erding;4,83101E+15;1,18314E+16;;0.0;very low;0;0;F;2625.96;156.04;409742.55;0.42;172864.76;0,2;True;True;3590
Langenpreising;Landkreis Erding;4,84371E+15;1,19723E+15;;0.0;very low;0;0;D;2625.96;94.18;247318.14;0.54;133021.78;0,2;True;True;3591
Fraunberg;Landkreis Erding;4,8341E+15;1,19875E+15;;0.0;very low;0;0;E;2625.96;128.43;337238.74;0.57;192099.17;0,25;True;True;3592
Bockhorn;Landkreis Erding;4,83233E+15;1,19832E+16;;0.0;very low;0;0;D;2625.96;80.0;210076.68;0.65;137492.47;0,3;True;True;3593
Eitting;Landkreis Erding;4,83767E+16;1,18585E+15;;0.0;very low;0;0;B;2625.96;80.0;210076.68;0.74;155474.15;0,25;True;True;3594
Forstern;Landkreis Erding;4,81779E+15;1,19991E+15;;0.0;very low;0;0;D;2625.96;145.81;382878.35;0.58;221757.97;0,25;True;True;3595
Garching bei München;Landkreis München;4,8228E+15;1,1657E+16;;0.0;very low;0;0;C;5281.56;114.23;603322.03;0.44;262542.95;0,2;True;True;3596
Garching bei München;Landkreis München;4,82483E+15;1,16167E+16;;0.0;very low;0;0;E;5281.56;137.52;726317.64;0.65;475337.03;0,25;True;True;3597
Garching bei München;Landkreis München;4,82596E+15;1,16127E+16;;0.0;very low;0;0;C;5281.56;117.03;618077.6;0.43;265029.47;0,2;True;True;3598
Garching bei München;Landkreis München;4,82308E+15;1,16577E+14;;0.0;very low;0;0;C;5281.56;142.0;749964.04;0.7;526857.65;0,2;True;True;3599
Aschheim;Landkreis München;4,81899E+15;1,17086E+16;;0.0;very low;0;0;F;5281.56;117.29;619487.37;0.48;297889.19;0,2;True;True;3600
Aschheim;Landkreis München;4,81827E+16;1,17021E+16;;0.0;very low;0;0;B;5281.56;124.06;655211.94;0.61;400880.27;0,3;True;True;3601
