ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche;Schadensfaktor
München;;4,8204E+15;1,15517E+16;;0;very low;B;10186;0,2566;156828,34;611160;60;0,04
München;;4,8198E+15;1,15646E+15;;0;very low;D;10186;0,4337;265074;611160;60;0,04
München;;4,81194E+15;1,15987E+15;;0;very low;C;10186;0,6598;403222,98;611160;60;0,04
München;;4,81232E+16;1,15895E+16;;0;very low;E;10186;0,4325;264326,82;611160;60;0,04
München;;4,8121E+15;1,15881E+16;;0;very low;E;10186;0,4123;284886,11;690940,61;67,83;0,04
München;;4,81261E+15;1,15824E+16;;0;very low;F;10186;0,2357;144021,04;611160;60;0,04
München;;4,81235E+15;1,15829E+15;;0;very low;H;10186;0,4919;300600,33;611160;60;0,04
München;;4,81182E+15;1,16026E+15;;0;very low;G;10186;0,4413;269707,57;611160;60;0,04
München;;4,81219E+15;1,15907E+16;;0;very low;C;10186;0,4272;261087,53;611160;60;0,04
Karlskron;Landkreis Neuburg-Schrobenhausen;4,86797E+15;1,13837E+16;;0;very low;F;3578;0,3223;132393,71;410788,95;114,81;0,04
München;;4,80933E+15;1,15845E+15;;0;very low;E;10186;0,2833;173119,83;611160;60;0,04
München;;4,81018E+15;1,15785E+16;;0;very low;D;10186;0,094;155273,85;1651518,45;162,14;0,04
München;;4,81035E+15;1,15764E+15;;0;very low;D;10186;0,7032;429753,61;611160;60;0,04
München;;4,81007E+15;1,15667E+16;;0;very low;E;10186;0,1986;121373,09;611160;60;0,04
München;;4,81059E+15;1,158E+16;;0;very low;E;10186;0,7135;436035,62;611160;60;0,04
Hohenlinden;Landkreis Ebersberg;4,81316E+15;1,19792E+16;;0;very low;D;7491;0,5813;261257,18;449460;60;0,04
München;;4,81252E+15;1,16253E+15;;0;very low;C;10186;0,5698;348236,09;611160;60;0,04
München;;4,81281E+15;1,16455E+15;;0;very low;E;10186;0,2653;162152,95;611160;60;0,04
München;;4,81269E+15;1,1621E+16;;0;very low;E;10186;0,1296;145298,58;1121284,8;110,08;0,04
München;;4,81307E+16;1,16298E+16;;0;very low;H;10186;0,4533;277065,47;611160;60;0,04
München;;4,81307E+15;1,16345E+16;;0;very low;G;10186;0,1365;96861,83;709662,37;69,67;0,04
München;;4,8131E+15;1,16269E+15;;0;very low;G;10186;0,6964;425618,88;611160;60;0,04
München;;4,81174E+15;1,15558E+16;;0;very low;E;10186;0,5729;350104,77;611160;60;0,04
München;;4,81055E+15;1,15497E+16;;0;very low;H;10186;0,1765;107868,92;611160;60;0,04
München;;4,8104E+15;1,1548E+16;;0;very low;G;10186;0,5442;332621,57;611160;60;0,04
München;;4,81058E+15;1,15448E+15;;0;very low;D;10186;0,2822;172483,89;611160;60;0,04
München;;4,8113E+15;1,15537E+16;;0;very low;G;10186;0,571;348961,7;611160;60;0,04
München;;4,81115E+14;1,15458E+16;;0;very low;F;10186;0,3225;197091,31;611160;60;0,04
München;;4,81466E+15;1,16057E+16;;0;very low;H;10186;0,306;187010,14;611160;60;0,04
München;;4,81499E+14;1,16153E+16;;0;very low;D;10186;0,3776;230796,26;611160;60;0,04
Ebersberg;Landkreis Ebersberg;4,80991E+15;1,19891E+15;;0;very low;G;7491;0,4723;223648,95;473548,06;63,22;0,04
Ebersberg;Landkreis Ebersberg;4,80771E+15;1,20018E+16;;0;very low;F;7491;0,5301;238256,69;449460;60;0,04
Ebersberg;Landkreis Ebersberg;4,8139E+15;1,19388E+16;;0;very low;F;7491;0,3859;173434,2;449460;60;0,04
Pliening;Landkreis Ebersberg;4,81876E+15;1,17712E+16;;0;very low;G;7491;0,5341;240072,96;449460;60;0,04
München;;4,81516E+15;1,14372E+16;;0;very low;D;10186;0,4634;283233,67;611160;60;0,04
München;;4,81481E+15;1,14436E+16;;0;very low;H;10186;0,4031;246373,64;611160;60;0,04
München;;4,81382E+15;1,14495E+15;;0;very low;F;10186;0,4087;249794,84;611160;60;0,04
München;;4,81473E+15;1,14271E+15;;0;very low;A+;10186;0,4055;247826,48;611160;60;0,04
München;;4,81451E+16;1,14231E+15;;0;very low;A;10186;0,6971;426019,61;611160;60;0,04
Bruck;Landkreis Ebersberg;4,80502E+15;1,19528E+16;;0;very low;B;7491;0,6805;305858,25;449460;60;0,04
Bruck;Landkreis Ebersberg;4,80329E+14;1,19546E+16;;0;very low;D;7491;0,0862;59414,39;689441,53;92,04;0,04
Bruck;Landkreis Ebersberg;4,80287E+15;1,18895E+16;;0;very low;A;7491;0,7119;319988,77;449460;60;0,04
Bruck;Landkreis Ebersberg;4,80127E+15;1,19666E+16;;0;very low;E;7491;0,3117;310144,93;994868,48;132,81;0,04
Grafing bei München;Landkreis Ebersberg;4,80322E+15;1,20144E+15;;0;very low;G;7491;0,4264;191640,36;449460;60;0,04
Grafing bei München;Landkreis Ebersberg;4,80218E+15;1,1996E+16;;0;very low;D;7491;0,5404;242900,85;449460;60;0,04
Grafing bei München;Landkreis Ebersberg;4,80334E+14;1,20066E+16;;0;very low;D;7491;0,6838;307358,68;449460;60;0,04
Grafing bei München;Landkreis Ebersberg;4,80206E+15;1,19987E+16;;0;very low;F;7491;0,2656;119361,41;449460;60;0,04
Zorneding;Landkreis Ebersberg;4,80884E+15;1,18289E+15;;0;very low;H;7491;0,5204;233889,83;449460;60;0,04
Zorneding;Landkreis Ebersberg;4,81151E+15;1,1827E+16;;0;very low;F;7491;0,6325;284296,31;449460;60;0,04
Oberpframmern;Landkreis Ebersberg;4,80123E+16;1,18159E+16;;0;very low;D;7491;0,2811;126336,86;449460;60;0,04
Baiern;Landkreis Ebersberg;4,80045E+15;1,18725E+16;;0;very low;B;7491;0,1616;78753,43;487240,76;65,04;0,04
Baiern;Landkreis Ebersberg;4,79607E+15;1,19244E+16;;0;very low;D;7491;0,5211;234219,94;449460;60;0,04
Glonn;Landkreis Ebersberg;4,79989E+15;1,18341E+16;;0;very low;C;7491;0,2488;111807,23;449460;60;0,04
Glonn;Landkreis Ebersberg;4,79783E+15;1,18659E+16;;0;very low;D;7491;0,6481;291292,16;449460;60;0,04
München;;4,81097E+15;1,17104E+16;;0;very low;A+;10186;0,2281;139382,09;611160;60;0,04
München;;4,80973E+15;1,16846E+16;;0;very low;H;10186;0,4575;279595,53;611160;60;0,04
München;;4,8113E+15;1,16979E+16;;0;very low;D;10186;0,2199;134379,28;611160;60;0,04
München;;4,81034E+15;1,16902E+16;;0;very low;F;10186;0,4109;251155,7;611160;60;0,04
München;;4,81121E+15;1,16995E+16;;0;very low;H;10186;0,434;265234,88;611160;60;0,04
München;;4,81018E+15;1,1679E+16;;0;very low;D;10186;0,2729;166789,74;611160;60;0,04
Erding;Landkreis Erding;4,83175E+15;1,18957E+16;;0;very low;G;5049;0,6317;191369,22;302940;60;0,04
Erding;Landkreis Erding;4,82709E+15;1,18914E+15;;0;very low;C;5049;0,6949;210510,12;302940;60;0,04
Erding;Landkreis Erding;4,83139E+15;1,19029E+14;;0;very low;B;5049;0,3854;116765,1;302940;60;0,04
Erding;Landkreis Erding;4,83158E+15;1,19256E+16;;0;very low;E;5049;0,6374;193093,69;302940;60;0,04
Erding;Landkreis Erding;4,83002E+16;1,19159E+15;;0;very low;E;5049;0,4607;139562,16;302940;60;0,04
Erding;Landkreis Erding;4,82995E+15;1,19364E+16;;0;very low;C;5049;0,3259;148827,68;456733,41;90,46;0,04
Erding;Landkreis Erding;4,83515E+15;1,19002E+15;;0;very low;A+;5049;0,4576;138636,14;302940;60;0,04
Erding;Landkreis Erding;4,82695E+15;1,18695E+16;;0;very low;C;5049;0,5052;168418,02;333352,51;66,02;0,04
Erding;Landkreis Erding;4,83567E+15;1,19222E+15;;0;very low;A+;5049;0,6478;196253,27;302940;60;0,04
Wörth;Landkreis Erding;4,82438E+15;1,19114E+16;;0;very low;A+;5049;0,242;73313,15;302940;60;0,04
Pastetten;Landkreis Erding;4,82061E+16;1,19715E+16;;0;very low;H;5049;0,6783;280876,69;414117,31;82,02;0,04
Berglern;Landkreis Erding;4,83896E+15;1,19054E+16;;0;very low;G;5049;0,4389;132974,75;302940;60;0,04
München;;4,80639E+15;1,15087E+16;;0;very low;C;10186;0,4882;298343,91;611160;60;0,04
München;;4,80693E+15;1,15148E+16;;0;very low;B;10186;0,6573;401738,66;611160;60;0,04
München;;4,80758E+15;1,15282E+16;;0;very low;G;10186;0,6414;392012,07;611160;60;0,04
München;;4,80901E+16;1,15295E+16;;0;very low;B;10186;0,4601;281205,37;611160;60;0,04
Neuching;Landkreis Erding;4,82474E+15;1,18465E+16;;0;very low;G;5049;0,1773;79378,3;447689,5;88,67;0,04
Walpertskirchen;Landkreis Erding;4,82772E+15;1,19472E+15;;0;very low;D;5049;0,1434;74480,51;519420,35;102,88;0,04
Moosinning;Landkreis Erding;4,8271E+15;1,18433E+16;;0;very low;D;5049;0,401;121464,33;302940;60;0,04
Wartenberg;Landkreis Erding;4,84038E+16;1,20107E+15;;0;very low;H;5049;0,4513;136731,67;302940;60;0,04
Finsing;Landkreis Erding;4,82266E+15;1,17895E+16;;0;very low;D;5049;0,271;82107,41;302940;60;0,04
Hebertshausen;Landkreis Dachau;4,82544E+15;1,15854E+16;;0;very low;B;6456;0,3619;187808,77;518918,91;80,38;0,04
Hebertshausen;Landkreis Dachau;4,82318E+15;1,15391E+16;;0;very low;B;6456;0,2461;101125,21;410967;63,66;0,04
Hebertshausen;Landkreis Dachau;4,82544E+15;1,15148E+16;;0;very low;C;6456;0,0896;93361,18;1041733,72;161,36;0,04
Oberschleißheim;Landkreis München;4,82388E+15;1,15822E+15;;0;very low;A;10155;0,6076;370226,87;609300;60;0,04
Oberschleißheim;Landkreis München;4,8251E+16;1,15586E+15;;0;very low;A+;10155;0,1609;285025,74;1771806,91;174,48;0,04
Oberschleißheim;Landkreis München;4,82491E+15;1,15066E+16;;0;very low;D;10155;0,3579;218096,02;609300;60;0,04
Buxheim;Landkreis Eichstätt;4,88368E+15;1,12686E+16;;0;very low;G;3904;0,1792;216606,07;1208745,32;309,62;0,04
Apfeltrach;Landkreis Unterallgäu;4,79877E+15;1,04601E+16;;0;very low;C;3518;0,6659;140558;211080;60;0,04
Dirlewang;Landkreis Unterallgäu;4,79665E+15;1,045E+16;;0;very low;C;3518;0,3311;100531,71;303638,1;86,31;0,04
Kaltental;Landkreis Ostallgäu;4,79218E+15;1,07741E+16;;0;very low;C;3907;0,2204;51663,25;234420;60;0,04
Osterzell;Landkreis Ostallgäu;4,78706E+15;1,07348E+16;;0;very low;A;3907;0,3254;90570,95;278322,8;71,24;0,04
Rettenbach a.Auerberg;Landkreis Ostallgäu;4,77462E+15;1,07282E+16;;0;very low;A;3907;0,0859;49625,88;577498,91;147,81;0,04
Stötten a.Auerberg;Landkreis Ostallgäu;4,77724E+15;1,07535E+15;;0;very low;B;3907;0,1025;92962,83;907166,67;232,19;0,04
Aitrang;Landkreis Ostallgäu;4,78276E+14;1,04851E+16;;0;very low;D;3907;0,5101;119576,32;234420;60;0,04
Kraftisried;Landkreis Ostallgäu;4,77484E+15;1,0513E+16;;0;very low;G;3907;0,5263;166824,62;316982,23;81,13;0,04
Unterthingau;Landkreis Ostallgäu;4,77596E+15;1,05038E+16;;0;very low;A;3907;0,1552;115690,67;745525,46;190,82;0,04
Günzach;Landkreis Ostallgäu;4,78663E+15;1,04201E+16;;0;very low;E;3907;0,2335;57197,89;244998,37;62,71;0,04
Günzach;Landkreis Ostallgäu;4,78674E+15;1,04385E+15;;0;very low;F;3907;0,2768;64882,74;234420;60;0,04
Obergünzburg;Landkreis Ostallgäu;4,7806E+15;1,04162E+16;;0;very low;D;3907;0,1673;71179,93;425509,31;108,91;0,04
Obergünzburg;Landkreis Ostallgäu;4,784E+15;1,04058E+16;;0;very low;D;3907;0,3339;78261,2;234420;60;0,04
Eisenberg;Landkreis Ostallgäu;4,76228E+15;1,05841E+16;;0;very low;H;3907;0,5006;117355,78;234420;60;0,04
Seeg;Landkreis Ostallgäu;4,76898E+15;1,06647E+15;;0;very low;G;3907;0,7086;166108,12;234420;60;0,04
Marktoberdorf;Landkreis Ostallgäu;4,77864E+15;1,0607E+16;;0;very low;H;3907;0,0756;82156,89;1087415,24;278,32;0,04
Marktoberdorf;Landkreis Ostallgäu;4,76927E+15;1,05705E+16;;0;very low;E;3907;0,5016;135930,14;271009,94;69,37;0,04
Marktoberdorf;Landkreis Ostallgäu;4,77053E+15;1,06386E+16;;0;very low;C;3907;0,1659;147849,73;891239,82;228,11;0,04
Marktoberdorf;Landkreis Ostallgäu;4,7708E+15;1,05571E+16;;0;very low;D;3907;0,4915;174711,88;355467,64;90,98;0,04
Marktoberdorf;Landkreis Ostallgäu;4,77772E+15;1,06753E+16;;0;very low;D;3907;0,5805;136091,54;234420;60;0,04
Wald;Landkreis Ostallgäu;4,77556E+15;1,05487E+16;;0;very low;E;3907;0,4229;99126,36;234420;60;0,04
Wald;Landkreis Ostallgäu;4,77843E+15;1,06597E+15;;0;very low;D;3907;0,5166;121097,26;234420;60;0,04
Wald;Landkreis Ostallgäu;4,77259E+15;1,05541E+16;;0;very low;D;3907;0,3579;83906,48;234420;60;0,04
Wald;Landkreis Ostallgäu;4,7768E+15;1,05857E+16;;0;very low;E;3907;0,2933;108103,2;368602,2;94,34;0,04
Wald;Landkreis Ostallgäu;4,77859E+15;1,0689E+16;;0;very low;E;3907;0,154;38092,63;247311,45;63,3;0,04
Bergkirchen;Landkreis Dachau;4,82563E+15;1,13315E+16;;0;very low;C;6456;0,6907;267537,6;387360;60;0,04
Bergkirchen;Landkreis Dachau;4,82469E+15;1,13608E+16;;0;very low;C;6456;0,235;179546,06;764082,55;118,35;0,04
Nürnberg;;4,94524E+15;1,11085E+16;;0;very low;G;4798;0,4566;154818,94;339077,1;70,67;0,04
Nürnberg;;4,9451E+16;1,10724E+16;;0;very low;C;4798;0,4276;123089,66;287880;60;0,04
Altomünster;Landkreis Dachau;4,83656E+15;1,12583E+15;;0;very low;F;6456;0,6473;250730,36;387360;60;0,04
Altomünster;Landkreis Dachau;4,8363E+16;1,12057E+16;;0;very low;D;6456;0,4785;185352,21;387360;60;0,04
Odelzhausen;Landkreis Dachau;4,82913E+15;1,11613E+16;;0;very low;G;6456;0,6743;261212,65;387360;60;0,04
Odelzhausen;Landkreis Dachau;4,82917E+15;1,11949E+16;;0;very low;C;6456;0,4766;379749,27;796752,89;123,41;0,04
Pfaffenhofen an der Glonn;Landkreis Dachau;4,82942E+15;1,11554E+16;;0;very low;E;6456;0,1216;138279,36;1137050,05;176,12;0,04
Pfaffenhofen an der Glonn;Landkreis Dachau;4,83267E+15;1,11815E+16;;0;very low;D;6456;0,2618;162790,49;621846,06;96,32;0,04
Haimhausen;Landkreis Dachau;4,83186E+15;1,1556E+16;;0;very low;B;6456;0,2896;112195,66;387360;60;0,04
Röhrmoos;Landkreis Dachau;4,83317E+15;1,15041E+16;;0;very low;H;6456;0,2302;93318,25;405413,16;62,8;0,04
Röhrmoos;Landkreis Dachau;4,83501E+15;1,14631E+15;;0;very low;E;6456;0,3774;185480,03;491437,92;76,12;0,04
Petershausen;Landkreis Dachau;4,84011E+16;1,14526E+16;;0;very low;F;6456;0,4885;189231,49;387360;60;0,04
Petershausen;Landkreis Dachau;4,84025E+15;1,15031E+16;;0;very low;H;6456;0,5946;230327,84;387360;60;0,04
Schwabhausen;Landkreis Dachau;4,82844E+16;1,13521E+16;;0;very low;E;6456;0,131;129138,52;985859,51;152,7;0,04
Schwabhausen;Landkreis Dachau;4,82972E+15;1,13882E+13;;0;very low;E;6456;0,6259;242435,93;387360;60;0,04
Nürnberg;;4,94609E+15;1,11057E+16;;0;very low;D;4798;0,4125;118736,86;287880;60;0,04
Nürnberg;;4,94627E+16;1,10967E+15;;0;very low;E;4798;0,4336;203051,85;468318,76;97,61;0,04
Nürnberg;;4,94577E+15;1,11116E+15;;0;very low;E;4798;0,588;169260,48;287880;60;0,04
Nürnberg;;4,94593E+15;1,11055E+16;;0;very low;E;4798;0,3903;112368,07;287880;60;0,04
Nürnberg;;4,94554E+16;1,10895E+16;;0;very low;B;4798;0,1644;102983,17;626573,57;130,59;0,04
Nürnberg;;4,94524E+15;1,10949E+15;;0;very low;D;4798;0,3135;94516,72;301455,74;62,83;0,04
Weichs;Landkreis Dachau;4,83786E+15;1,14117E+16;;0;very low;H;6456;0,5096;197388,69;387360;60;0,04
Vierkirchen;Landkreis Dachau;4,83673E+15;1,14705E+16;;0;very low;C;6456;0,512;198332,11;387360;60;0,04
Markt Indersdorf;Landkreis Dachau;4,84106E+15;1,13992E+16;;0;very low;A;6456;0,1203;88836,61;738566,14;114,4;0,04
Markt Indersdorf;Landkreis Dachau;4,83883E+15;1,1337E+16;;0;very low;D;6456;0,1752;71755,18;409556,52;63,44;0,04
Markt Indersdorf;Landkreis Dachau;4,83623E+16;1,13849E+15;;0;very low;H;6456;0,4502;245036,5;544244,04;84,3;0,04
Erdweg;Landkreis Dachau;4,83053E+15;1,12793E+16;;0;very low;E;6456;0,5227;202473,6;387360;60;0,04
Nürnberg;;4,94614E+15;1,10862E+16;;0;very low;F;4798;0,6077;174943,91;287880;60;0,04
Nürnberg;;4,9463E+15;1,10933E+16;;0;very low;H;4798;0,1209;180953,8;1496688,94;311,94;0,04
Nürnberg;;4,94643E+16;1,10925E+16;;0;very low;A;4798;0,4968;143018,89;287880;60;0,04
Nürnberg;;4,94616E+15;1,10896E+16;;0;very low;H;4798;0,4566;131438,04;287880;60;0,04
Nürnberg;;4,94934E+15;1,10854E+16;;0;very low;D;4798;0,6886;198233,84;287880;60;0,04
Nürnberg;;4,95027E+15;1,11006E+14;;0;very low;A;4798;0,5158;148477,62;287880;60;0,04
Nürnberg;;4,94951E+16;1,1094E+16;;0;very low;F;4798;0,1869;92099,58;492831,06;102,72;0,04
Nürnberg;;4,94884E+15;1,10932E+16;;0;very low;F;4798;0,2532;158839,23;627208,87;130,72;0,04
Pörnbach;Landkreis Pfaffenhofen an der Ilm;4,86196E+14;1,14683E+16;;0;very low;A+;4620;0,1404;278072,63;1979958,13;428,56;0,04
Schweitenkirchen;Landkreis Pfaffenhofen an der Ilm;4,85419E+15;1,1624E+16;;0;very low;D;4620;0,6812;188840,94;277200;60;0,04
Hettenshausen;Landkreis Pfaffenhofen an der Ilm;4,85525E+15;1,14062E+16;;0;very low;D;4620;0,6426;178132,31;277200;60;0,04
Hettenshausen;Landkreis Pfaffenhofen an der Ilm;4,8574E+15;1,15192E+16;;0;very low;C;4620;0,5278;146316,71;277200;60;0,04
Hettenshausen;Landkreis Pfaffenhofen an der Ilm;4,85708E+15;1,15063E+16;;0;very low;F;4620;0,4387;121615,15;277200;60;0,04
Hettenshausen;Landkreis Pfaffenhofen an der Ilm;4,85803E+14;1,14674E+15;;0;very low;D;4620;0,4414;122354,73;277200;60;0,04
Hettenshausen;Landkreis Pfaffenhofen an der Ilm;4,85413E+15;1,14521E+16;;0;very low;C;4620;0,6328;175413;277200;60;0,04
Hettenshausen;Landkreis Pfaffenhofen an der Ilm;4,8503E+15;1,15018E+14;;0;very low;D;4620;0,1212;100247,84;827379,89;179,09;0,04
Hettenshausen;Landkreis Pfaffenhofen an der Ilm;4,85185E+15;1,15692E+15;;0;very low;C;4620;0,5089;193338,7;379934,72;82,24;0,04
Pfaffenhofen an der Ilm;Landkreis Pfaffenhofen an der Ilm;4,85371E+14;1,15393E+15;;0;very low;E;4620;0,5504;152566,74;277200;60;0,04
Pfaffenhofen an der Ilm;Landkreis Pfaffenhofen an der Ilm;4,85419E+15;1,15402E+16;;0;very low;E;4620;0,4897;195142,56;398501,79;86,26;0,04
Pfaffenhofen an der Ilm;Landkreis Pfaffenhofen an der Ilm;4,85728E+15;1,14299E+15;;0;very low;B;4620;0,702;194584,16;277200;60;0,04
Pfaffenhofen an der Ilm;Landkreis Pfaffenhofen an der Ilm;4,85847E+15;1,15165E+16;;0;very low;B;4620;0,4573;143976,45;314862,03;68,15;0,04
Pfaffenhofen an der Ilm;Landkreis Pfaffenhofen an der Ilm;4,85466E+15;1,15014E+16;;0;very low;A;4620;0,3095;85790,97;277200;60;0,04
Pfaffenhofen an der Ilm;Landkreis Pfaffenhofen an der Ilm;4,85833E+15;1,15134E+16;;0;very low;C;4620;0,494;136944,97;277200;60;0,04
Pfaffenhofen an der Ilm;Landkreis Pfaffenhofen an der Ilm;4,85453E+15;1,15187E+16;HQ 100;0,001;low;C;4620;0,5042;139772,78;277200;60;0,1
Vohburg an der Donau;Landkreis Pfaffenhofen an der Ilm;4,87387E+14;1,16057E+16;HQ 100;0,001;low;D;4620;0,5628;163758,87;290946,02;62,98;0,1
Vohburg an der Donau;Landkreis Pfaffenhofen an der Ilm;4,87749E+16;1,16137E+16;HQ 40;0,025;medium;A;4620;0,2515;69722,64;277200;60;0,19
Geisenfeld;Landkreis Pfaffenhofen an der Ilm;4,86851E+15;1,16492E+16;;0;very low;B;4620;0,307;85105,26;277200;60;0,04
Geisenfeld;Landkreis Pfaffenhofen an der Ilm;4,86828E+15;1,15664E+16;;0;very low;C;4620;0,4236;117424,5;277200;60;0,04
Geisenfeld;Landkreis Pfaffenhofen an der Ilm;4,87059E+15;1,16089E+16;;0;very low;A+;4620;0,4551;126149,1;277200;60;0,04
Manching;Landkreis Pfaffenhofen an der Ilm;4,87056E+15;1,14865E+16;;0;very low;D;4620;0,4141;161374,42;389680,61;84,35;0,04
Manching;Landkreis Pfaffenhofen an der Ilm;4,8718E+15;1,15142E+16;;0;very low;F;4620;0,162;98996,96;610936,44;132,24;0,04
Manching;Landkreis Pfaffenhofen an der Ilm;4,87014E+16;1,14525E+16;;0;very low;A+;4620;0,4828;133845,91;277200;60;0,04
Freising;Landkreis Freising;4,84415E+15;1,17206E+16;;0;very low;G;5305;0,2024;119878,86;592394,74;111,67;0,04
Freising;Landkreis Freising;4,83529E+16;1,16964E+15;;0;very low;D;5305;0,6974;221972,24;318300;60;0,04
Freising;Landkreis Freising;4,84228E+15;1,17438E+16;;0;very low;H;5305;0,4697;175378,41;373355,94;70,38;0,04
Freising;Landkreis Freising;4,83907E+14;1,17465E+16;HQ 50;0,02;medium;G;5305;0,1454;202695,96;1394093,7;262,79;0,19
Freising;Landkreis Freising;4,8408E+15;1,17234E+16;;0;very low;A;5305;0,5169;164518,15;318300;60;0,04
Freising;Landkreis Freising;4,83805E+15;1,17334E+15;;0;very low;C;5305;0,6351;202140,59;318300;60;0,04
Freising;Landkreis Freising;4,83733E+15;1,16679E+16;;0;very low;F;5305;0,2284;159721,75;699285,26;131,82;0,04
Nandlstadt;Landkreis Freising;4,85343E+15;1,183E+16;;0;very low;G;5305;0,7297;245326,56;336196,23;63,37;0,04
Zolling;Landkreis Freising;4,84605E+15;1,17955E+16;;0;very low;D;5305;0,4887;155553,18;318300;60;0,04
Marzling;Landkreis Freising;4,83732E+15;1,1797E+16;;0;very low;C;5305;0,3762;119743,77;318300;60;0,04
Haag an der Amper;Landkreis Freising;4,84633E+15;1,18751E+16;HQ 20;0,05;high;D;5305;0,3441;109527,71;318300;60;0,45
Nürnberg;;4,94758E+16;1,1128E+16;;0;very low;D;4798;0,3263;128724,21;394477,93;82,22;0,04
Nürnberg;;4,94842E+15;1,11397E+16;;0;very low;D;4798;0,4267;122851,79;287880;60;0,04
Nürnberg;;4,94753E+15;1,11487E+16;;0;very low;E;4798;0,2626;120290,18;458138,19;95,49;0,04
Nürnberg;;4,9474E+15;1,11098E+15;;0;very low;A+;4798;0,5542;159537,41;287880;60;0,04
Nürnberg;;4,94753E+15;1,11491E+16;;0;very low;H;4798;0,4443;181027,95;407482,33;84,93;0,04
Nürnberg;;4,94743E+16;1,11264E+16;;0;very low;E;4798;0,4339;124904,31;287880;60;0,04
Freising;Landkreis Freising;4,83544E+15;1,1778E+16;;0;very low;C;5305;0,1409;388807,41;2760229,2;520,31;0,04
Freising;Landkreis Freising;4,84065E+15;1,17894E+16;;0;very low;B;5305;0,7065;224892,06;318300;60;0,04
Freising;Landkreis Freising;4,83705E+15;1,17598E+16;;0;very low;H;5305;0,6511;207258,14;318300;60;0,04
Freising;Landkreis Freising;4,83542E+15;1,17285E+16;;0;very low;C;5305;0,5319;373887,02;702977,7;132,51;0,04
Freising;Landkreis Freising;4,83638E+16;1,17502E+16;;0;very low;B;5305;0,6856;218232,76;318300;60;0,04
Langenbach;Landkreis Freising;4,84564E+15;1,18664E+16;;0;very low;D;5305;0,1649;141731,91;859652,26;162,05;0,04
Hallbergmoos;Landkreis Freising;4,83348E+15;1,17368E+16;;0;very low;E;5305;0,461;146727,79;318300;60;0,04
Hallbergmoos;Landkreis Freising;4,83194E+14;1,17297E+15;;0;very low;G;5305;0,6797;216335,27;318300;60;0,04
Hallbergmoos;Landkreis Freising;4,82832E+14;1,17015E+15;;0;very low;H;5305;0,1645;81622,23;496095,97;93,51;0,04
Hohenkammer;Landkreis Freising;4,84197E+15;1,15461E+16;;0;very low;H;5305;0,6927;220498,75;318300;60;0,04
Kranzberg;Landkreis Freising;4,84034E+15;1,16612E+16;;0;very low;F;5305;0,4666;148519,69;318300;60;0,04
Allershausen;Landkreis Freising;4,84425E+15;1,1614E+16;;0;very low;H;5305;0,4914;156399,46;318300;60;0,04
Nürnberg;;4,94443E+15;1,11312E+16;;0;very low;B;4798;0,116;163860,48;1412736,82;294,44;0,04
Nürnberg;;4,94308E+15;1,11325E+16;;0;very low;G;4798;0,4829;139020,09;287880;60;0,04
Nürnberg;;4,94459E+15;1,11096E+16;;0;very low;H;4798;0,4043;217852,17;538901,55;112,32;0,04
Nürnberg;;4,94448E+16;1,11457E+15;;0;very low;A;4798;0,0852;103140,11;1209913,44;252,17;0,04
Nürnberg;;4,94516E+15;1,11357E+16;;0;very low;G;4798;0,2033;121051,02;595557,32;124,13;0,04
