ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche
2957;Puchheim;Landkreis Fürstenfeldbruck;4818760000000000,0;1,13544e+16;;very low;A+;7003,0;0,4217;177183,12;420180,0;60,0
2958;Puchheim;Landkreis Fürstenfeldbruck;4813980000000000,0;1,13255e+16;;very low;D;7003,0;0,6696;281368,47;420180,0;60,0
2959;Puchheim;Landkreis Fürstenfeldbruck;4,81519e+16;113548000000000,0;;very low;H;7003,0;0,2907;160894,67;553455,75;79,03
2960;Mammendorf;Landkreis Fürstenfeldbruck;4,81976e+16;1,11533e+16;;very low;E;7003,0;0,4166;175057,73;420180,0;60,0
2961;Schöngeising;Landkreis Fürstenfeldbruck;481476000000000,0;1,12146e+16;HQ 100;low;A+;7003,0;0,5479;230206,7;420180,0;60,0
2962;Gräfelfing;Landkreis München;4812500000000000,0;1,14343e+16;;very low;D;10155,0;0,4983;303639,23;609300,0;60,0
2963;Gräfelfing;Landkreis München;4812730000000000,0;1,14288e+16;;very low;A+;10155,0;0,266;163954,75;616358,71;60,7
2964;Gräfelfing;Landkreis München;4812160000000000,0;1,14556e+16;;very low;C;10155,0;0,4871;296798,25;609300,0;60,0
2965;Egenhofen;Landkreis Fürstenfeldbruck;4827050000000000,0;1,11973e+16;;very low;G;7003,0;0,3211;170695,77;531636,83;75,92
2966;Maisach;Landkreis Fürstenfeldbruck;4825340000000000,0;1,12958e+16;;very low;F;7003,0;0,1348;84954,47;630355,5;90,01
2967;Maisach;Landkreis Fürstenfeldbruck;4820890000000000,0;1,12392e+16;;very low;D;7003,0;0,3962;211772,84;534561,47;76,33
2968;Maisach;Landkreis Fürstenfeldbruck;4820940000000000,0;1,12867e+16;;very low;A;7003,0;0,4823;202672,51;420180,0;60,0
2969;Grafrath;Landkreis Fürstenfeldbruck;481348000000000,0;1,11401e+16;;very low;C;7003,0;0,734;308430,56;420180,0;60,0
2970;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;481671000000000,0;1,12101e+16;;very low;F;7003,0;0,512;215152,74;420180,0;60,0
2971;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4816730000000000,0;1120630000000000,0;;very low;F;7003,0;0,2632;110570,41;420180,0;60,0
2972;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81937e+16;1,12101e+16;;very low;F;7003,0;0,23;96632,32;420180,0;60,0
2973;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4818870000000000,0;1,12003e+16;;very low;G;7003,0;0,4523;190039,28;420180,0;60,0
2974;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4815580000000000,0;1,12517e+16;;very low;E;7003,0;0,488;205066,5;420180,0;60,0
2975;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81609e+16;1,12344e+16;HQ 100;low;E;7003,0;0,1301;98009,96;753157,59;107,55
2976;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4816170000000000,0;1,12001e+16;;very low;E;7003,0;0,1913;196539,36;1027530,47;146,73
2977;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4816580000000000,0;1,12344e+16;;very low;A;7003,0;0,6611;277763,33;420180,0;60,0
2978;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81981e+16;1,12647e+16;;very low;D;7003,0;0,52;218505,9;420180,0;60,0
2979;Moorenweis;Landkreis Fürstenfeldbruck;4,81295e+16;1,11023e+16;;very low;C;7003,0;0,4453;187112,07;420180,0;60,0
2980;Olching;Landkreis Fürstenfeldbruck;4,82296e+16;1,13692e+16;;very low;E;7003,0;0,441;185289,11;420180,0;60,0
2981;Olching;Landkreis Fürstenfeldbruck;4823220000000000,0;1,13718e+16;;very low;B;7003,0;0,7002;294203,37;420180,0;60,0
2982;Olching;Landkreis Fürstenfeldbruck;4820640000000000,0;1,13024e+16;;very low;G;7003,0;0,5335;224168,19;420180,0;60,0
2983;Olching;Landkreis Fürstenfeldbruck;4821310000000000,0;1,13187e+16;;very low;E;7003,0;0,5681;238697,44;420180,0;60,0
2984;Olching;Landkreis Fürstenfeldbruck;4822170000000000,0;1,13538e+16;;very low;F;7003,0;0,6584;276628,38;420180,0;60,0
2985;Olching;Landkreis Fürstenfeldbruck;4822130000000000,0;1,13885e+16;;very low;G;7003,0;0,6836;287239,43;420180,0;60,0
2986;Olching;Landkreis Fürstenfeldbruck;4819580000000000,0;1,13171e+16;;very low;C;7003,0;0,3;286458,38;954885,79;136,35
2987;Gröbenzell;Landkreis Fürstenfeldbruck;4818270000000000,0;1,13756e+16;;very low;A+;7003,0;0,5868;246581,51;420180,0;60,0
2988;Gröbenzell;Landkreis Fürstenfeldbruck;4818970000000000,0;113805000000000,0;;very low;C;7003,0;0,1268;133774,62;1055223,67;150,68
2989;Gröbenzell;Landkreis Fürstenfeldbruck;4818740000000000,0;1,13636e+16;;very low;A+;7003,0;0,7216;303182,07;420180,0;60,0
2990;Gröbenzell;Landkreis Fürstenfeldbruck;4819540000000000,0;1,13877e+16;;very low;E;7003,0;0,4681;205940,57;439954,83;62,82
2991;Gröbenzell;Landkreis Fürstenfeldbruck;4819540000000000,0;1,13824e+16;;very low;D;7003,0;0,5158;216741,41;420180,0;60,0
2992;Eichenau;Landkreis Fürstenfeldbruck;4817980000000000,0;1,13247e+16;;very low;F;7003,0;0,3417;159714,66;467423,86;66,75
2993;Eichenau;Landkreis Fürstenfeldbruck;4816630000000000,0;1,13255e+16;;very low;C;7003,0;0,4236;178005,42;420180,0;60,0
2994;Eichenau;Landkreis Fürstenfeldbruck;481553000000000,0;113044000000000,0;;very low;C;7003,0;0,5052;212267,54;420180,0;60,0
2995;Wörthsee;Landkreis Starnberg;4808580000000000,0;1119380000000000,0;;very low;D;9367,0;0,4573;257025,09;562020,0;60,0
2996;Feldafing;Landkreis Starnberg;4,79382e+16;1,12919e+16;;very low;C;9367,0;0,6135;344802,75;562020,0;60,0
2997;Krailling;Landkreis Starnberg;4808200000000000,0;1,14224e+16;;very low;G;9367,0;0,623;350146,39;562020,0;60,0
2998;Krailling;Landkreis Starnberg;4810270000000000,0;1138170000000000,0;;very low;F;9367,0;0,6114;343618,95;562020,0;60,0
2999;Krailling;Landkreis Starnberg;4808460000000000,0;1141670000000000,0;;very low;H;9367,0;0,1233;136371,05;1106240,28;118,1
3000;Krailling;Landkreis Starnberg;4810850000000000,0;1,13959e+16;;very low;C;9367,0;0,5151;289469,12;562020,0;60,0
3001;Krailling;Landkreis Starnberg;4809370000000000,0;1,13349e+16;;very low;D;9367,0;0,4564;256511,83;562020,0;60,0
3002;Planegg;Landkreis München;4811040000000000,0;1,14258e+16;;very low;H;10155,0;0,1996;124027,05;621504,3;61,2
3003;Planegg;Landkreis München;4809960000000000,0;1,14376e+16;;very low;H;10155,0;0,4413;268911,64;609300,0;60,0
3004;Planegg;Landkreis München;4810700000000000,0;1,13751e+16;;very low;F;10155,0;0,5053;307898,01;609300,0;60,0
3005;Planegg;Landkreis München;4810460000000000,0;1,13763e+16;;very low;C;10155,0;0,0828;98428,06;1189227,28;117,11
3006;Planegg;Landkreis München;4810860000000000,0;1,14511e+16;;very low;E;10155,0;0,2451;149348,85;609300,0;60,0
3007;Starnberg;Landkreis Starnberg;4800600000000000,0;1,13328e+16;;very low;G;9367,0;0,4734;266081,26;562020,0;60,0
3008;Starnberg;Landkreis Starnberg;4801670000000000,0;1,1379e+16;;very low;D;9367,0;0,5941;333883,11;562020,0;60,0
3009;Starnberg;Landkreis Starnberg;4801430000000000,0;1,12913e+16;;very low;G;9367,0;0,1387;145108,68;1046137,14;111,68
3010;Starnberg;Landkreis Starnberg;4800730000000000,0;1,13575e+16;;very low;G;9367,0;0,0775;229686,96;2962357,11;316,25
3011;Starnberg;Landkreis Starnberg;4800330000000000,0;1136730000000000,0;;very low;F;9367,0;0,4531;254649,33;562020,0;60,0
3012;Starnberg;Landkreis Starnberg;4800210000000000,0;1138920000000000,0;;very low;C;9367,0;0,1259;93697,52;743962,94;79,42
3013;Andechs;Landkreis Starnberg;4794280000000000,0;1,12081e+16;;very low;F;9367,0;0,4144;232918,91;562020,0;60,0
3014;Tutzing;Landkreis Starnberg;4789850000000000,0;1124190000000000,0;;very low;C;9367,0;0,7039;395605,83;562020,0;60,0
3015;Tutzing;Landkreis Starnberg;4793060000000000,0;1,12454e+16;;very low;D;9367,0;0,2099;214824,56;1023506,98;109,27
3016;Inning am Ammersee;Landkreis Starnberg;4804290000000000,0;1,11569e+16;;very low;H;9367,0;0,7192;404224,59;562020,0;60,0
3017;Gauting;Landkreis Starnberg;4808960000000000,0;1130020000000000,0;;very low;D;9367,0;0,0921;105192,38;1141766,67;121,89
3018;Gauting;Landkreis Starnberg;4,80471e+16;1135460000000000,0;;very low;G;9367,0;0,3344;187927,84;562020,0;60,0
3019;Gauting;Landkreis Starnberg;4804530000000000,0;1,13754e+16;;very low;G;9367,0;0,1908;283595,57;1486564,08;158,7
3020;Gauting;Landkreis Starnberg;4805040000000000,0;1,14037e+16;;very low;G;9367,0;0,2246;126232,45;562020,0;60,0
3021;Gauting;Landkreis Starnberg;4,80318e+16;1,13482e+16;;very low;C;9367,0;0,2757;154960,89;562020,0;60,0
3022;Neuried;Landkreis München;4804220000000000,0;1,13024e+16;;very low;A+;10155,0;0,3011;183468,91;609300,0;60,0
3023;Neuried;Landkreis München;4806460000000000,0;1,13929e+16;;very low;H;10155,0;0,0965;58823,36;609300,0;60,0
3024;Neuried;Landkreis München;4803480000000000,0;1129910000000000,0;;very low;D;10155,0;0,5002;304791,08;609300,0;60,0
3025;Neuried;Landkreis München;4803590000000000,0;1,12847e+16;;very low;H;10155,0;0,4788;291715,04;609300,0;60,0
3026;Neuried;Landkreis München;4806520000000000,0;1,14031e+16;;very low;A+;10155,0;0,1488;102927,03;691496,18;68,09
3027;Seefeld;Landkreis Starnberg;4802830000000000,0;1,12369e+16;;very low;C;9367,0;0,2624;203320,67;774716,19;82,71
3028;Seefeld;Landkreis Starnberg;4804790000000000,0;1121950000000000,0;;very low;C;9367,0;0,5516;310031,93;562020,0;60,0
3029;Weßling;Landkreis Starnberg;4804680000000000,0;1,12578e+16;;very low;E;9367,0;0,6542;367645,92;562020,0;60,0
3030;Herrsching am Ammersee;Landkreis Starnberg;4796550000000000,0;1115950000000000,0;;very low;H;9367,0;0,5463;307010,08;562020,0;60,0
3031;Herrsching am Ammersee;Landkreis Starnberg;4799910000000000,0;1,11394e+16;;very low;C;9367,0;0,5808;326438,13;562020,0;60,0
3032;Herrsching am Ammersee;Landkreis Starnberg;4798380000000000,0;1115830000000000,0;;very low;E;9367,0;0,3512;197391,02;562020,0;60,0
3033;Berg;Landkreis Starnberg;4793870000000000,0;1,1381e+16;;very low;G;9367,0;0,731;410808,93;562020,0;60,0
3034;Berg;Landkreis Starnberg;4795680000000000,0;1138380000000000,0;;very low;E;9367,0;0,3077;405564,02;1317914,02;140,7
3035;Gilching;Landkreis Starnberg;4811030000000000,0;1,13059e+16;;very low;G;9367,0;0,379;213022,69;562020,0;60,0
3036;Gilching;Landkreis Starnberg;4,80946e+16;1,1278e+16;;very low;F;9367,0;0,523;293928,73;562020,0;60,0
3037;Gilching;Landkreis Starnberg;4810210000000000,0;1,12857e+16;;very low;A+;9367,0;0,0808;122279,15;1512561,22;161,48
3038;Gilching;Landkreis Starnberg;4809640000000000,0;1,12744e+16;;very low;E;9367,0;0,6739;378748,38;562020,0;60,0
3039;Gilching;Landkreis Starnberg;4810750000000000,0;1,12453e+16;;very low;A;9367,0;0,67;376531,99;562020,0;60,0
3040;Pöcking;Landkreis Starnberg;4795710000000000,0;1,12847e+16;;very low;G;9367,0;0,7322;411521,78;562020,0;60,0
3041;München;;4815600000000000,0;1157260000000000,0;;very low;H;10186,0;0,0936;170420,24;1819771,15;178,65
3042;München;;4815100000000000,0;1,1577e+16;;very low;C;10186,0;0,2976;181857,84;611160,0;60,0
3043;München;;4815190000000000,0;1,15719e+16;;very low;D;10186,0;0,5132;313658,28;611160,0;60,0
3044;München;;4815320000000000,0;1,15816e+16;;very low;G;10186,0;0,2452;316091,82;1288939,48;126,54
3045;München;;4818710000000000,0;1151410000000000,0;;very low;A+;10186,0;0,6175;377407,35;611160,0;60,0
3046;München;;4818500000000000,0;1,15209e+16;;very low;D;10186,0;0,3047;186196,22;611160,0;60,0
3047;München;;4818580000000000,0;1,15243e+16;;very low;C;10186,0;0,2783;182374,18;655396,52;64,34
3048;München;;4819030000000000,0;1,15112e+16;;very low;G;10186,0;0,2811;227178,25;808304,11;79,35
3049;München;;4814100000000000,0;1141150000000000,0;;very low;H;10186,0;0,4942;302027,26;611160,0;60,0
3050;München;;4,81719e+16;1,13839e+16;;very low;B;10186,0;0,2142;130911,33;611160,0;60,0
3051;München;;4,81537e+16;1,13748e+16;;very low;C;10186,0;0,2765;173943,46;629108,11;61,76
3052;München;;4812930000000000,0;1,14102e+16;;very low;F;10186,0;0,1992;239496,93;1202579,88;118,06
3053;München;;4819170000000000,0;1,14e+16;;very low;G;10186,0;0,6846;418379,07;611160,0;60,0
3054;München;;4814750000000000,0;1163620000000000,0;;very low;D;10186,0;0,6043;369345,81;611160,0;60,0
3055;München;;4,81604e+16;1,16322e+16;;very low;E;10186,0;0,3293;201242,3;611160,0;60,0
3056;München;;4817150000000000,0;1,16421e+16;;very low;H;10186,0;0,077;75766,21;983896,33;96,59
3057;München;;4814620000000000,0;1,16295e+16;;very low;F;10186,0;0,5787;353680,01;611160,0;60,0
3058;München;;4816700000000000,0;1,16446e+16;;very low;H;10186,0;0,6855;418956,69;611160,0;60,0
3059;München;;4815570000000000,0;1,16427e+16;;very low;A;10186,0;0,1896;115897,63;611160,0;60,0
3060;München;;4811060000000000,0;1,14898e+16;;very low;H;10186,0;0,4476;273544,11;611160,0;60,0
3061;München;;4809690000000000,0;1,14849e+16;;very low;B;10186,0;0,4135;252706,17;611160,0;60,0
3062;München;;481079000000000,0;1,14969e+16;;very low;A+;10186,0;0,2417;147712,72;611160,0;60,0
3063;München;;4809900000000000,0;1,14835e+16;;very low;B;10186,0;0,6915;422623,75;611160,0;60,0
3064;München;;4811850000000000,0;1,15115e+16;;very low;A+;10186,0;0,5366;327942,8;611160,0;60,0
3065;München;;4810910000000000,0;1,14893e+16;;very low;D;10186,0;0,3022;184719,62;611160,0;60,0
3066;München;;4811330000000000,0;1,15159e+16;;very low;G;10186,0;0,6826;417189,29;611160,0;60,0
3067;München;;4,81201e+16;1160620000000000,0;;very low;A;10186,0;0,3729;227883,85;611160,0;60,0
3068;München;;4811660000000000,0;1,16085e+16;;very low;B;10186,0;0,6789;414922,52;611160,0;60,0
3069;München;;4811390000000000,0;1,16164e+16;;very low;E;10186,0;0,275;168084,35;611160,0;60,0
3070;München;;4812710000000000,0;1159530000000000,0;;very low;B;10186,0;0,6772;413850,46;611160,0;60,0
3071;München;;4812590000000000,0;1,15982e+16;;very low;G;10186,0;0,0949;201030,49;2118760,79;208,01
3072;München;;4808570000000000,0;1,16628e+16;;very low;G;10186,0;0,0872;93797,11;1075171,7;105,55
3073;München;;4808540000000000,0;1163900000000000,0;;very low;F;10186,0;0,1705;107337,49;629371,64;61,79
3074;München;;4809350000000000,0;11672200000000,0;;very low;A+;10186,0;0,5469;334232,42;611160,0;60,0
3075;München;;4808260000000000,0;1167950000000000,0;;very low;E;10186,0;0,4302;262906,42;611160,0;60,0
3076;München;;4,8088e+16;1,1661e+16;;very low;E;10186,0;0,1471;121091,41;823142,89;80,81
3077;München;;4808590000000000,0;1,16391e+16;;very low;G;10186,0;0,4685;286344,46;611160,0;60,0
3078;München;;4809120000000000,0;1,16143e+16;;very low;A+;10186,0;0,3203;195733,76;611160,0;60,0
3079;München;;480907000000000,0;1159890000000000,0;;very low;H;10186,0;0,4754;290544,17;611160,0;60,0
3080;München;;4811020000000000,0;1,16149e+16;;very low;H;10186,0;0,6342;387613,04;611160,0;60,0
3081;München;;4809780000000000,0;1,15998e+16;;very low;C;10186,0;0,5317;324955,94;611160,0;60,0
3082;München;;4809550000000000,0;1,15898e+16;;very low;C;10186,0;0,3436;210017,92;611160,0;60,0
3083;München;;4809760000000000,0;1,16094e+16;;very low;G;10186,0;0,52;317790,76;611160,0;60,0
3084;München;;4810330000000000,0;1,16058e+16;;very low;F;10186,0;0,4168;254742,8;611160,0;60,0
3085;München;;4816500000000000,0;1145340000000000,0;;very low;H;10186,0;0,5764;352291,31;611160,0;60,0
3086;München;;4816650000000000,0;1,1438e+16;;very low;H;10186,0;0,3699;226081,88;611160,0;60,0
3087;München;;4815700000000000,0;1,1407e+16;;very low;F;10186,0;0,7079;432623,65;611160,0;60,0
3088;München;;4814900000000000,0;114713000000000,0;;very low;D;10186,0;0,2112;129102,7;611160,0;60,0
3089;München;;4817330000000000,0;1,14437e+16;;very low;D;10186,0;0,6821;416870,02;611160,0;60,0
3090;München;;4817100000000000,0;1142560000000000,0;;very low;G;10186,0;0,4335;264934,89;611160,0;60,0
3091;München;;4817340000000000,0;1,14363e+16;;very low;E;10186,0;0,6432;393103,66;611160,0;60,0
3092;München;;4813830000000000,0;1159870000000000,0;;very low;H;10186,0;0,3562;502106,16;1409781,54;138,4
3093;München;;4813610000000000,0;1159330000000000,0;;very low;E;10186,0;0,4417;269956,5;611160,0;60,0
3094;München;;4813480000000000,0;1,16009e+16;;very low;H;10186,0;0,5035;307699,07;611160,0;60,0
3095;München;;4812350000000000,0;1152080000000000,0;;very low;E;10186,0;0,6776;414142,92;611160,0;60,0
3096;München;;4811670000000000,0;1,15243e+16;;very low;F;10186,0;0,4268;260859,47;611160,0;60,0
3097;München;;4812480000000000,0;1,15318e+16;;very low;G;10186,0;0,6763;413356,14;611160,0;60,0
3098;München;;4812710000000000,0;1,15327e+16;;very low;E;10186,0;0,1161;83932,72;722712,89;70,95
3099;München;;4812560000000000,0;1,1531e+16;;very low;G;10186,0;0,2534;154879,88;611160,0;60,0
3100;München;;4811820000000000,0;1,15291e+16;;very low;G;10186,0;0,5108;312187,72;611160,0;60,0
3101;München;;4812690000000000,0;1,15388e+16;;very low;D;10186,0;0,2017;123240,59;611160,0;60,0
3102;München;;4811260000000000,0;1,16258e+16;;very low;D;10186,0;0,6219;380106,4;611160,0;60,0
3103;München;;4810670000000000,0;1,16531e+16;;very low;A+;10186,0;0,6474;395689,24;611160,0;60,0
3104;München;;4811170000000000,0;1,16286e+16;;very low;B;10186,0;0,4825;294877,7;611160,0;60,0
3105;München;;4810690000000000,0;1,1656e+16;;very low;H;10186,0;0,0679;172981,91;2548387,12;250,19
3106;München;;4,81181e+16;1,16308e+16;;very low;E;10186,0;0,6078;371456,0;611160,0;60,0
3107;München;;4811440000000000,0;1,16439e+16;;very low;E;10186,0;0,3819;233409,08;611160,0;60,0
3108;München;;4810320000000000,0;1,15148e+16;;very low;B;10186,0;0,5136;313903,4;611160,0;60,0
3109;München;;4809030000000000,0;1,15432e+16;;very low;A+;10186,0;0,5323;325343,46;611160,0;60,0
3110;München;;4808980000000000,0;1154460000000000,0;;very low;B;10186,0;0,6603;403550,73;611160,0;60,0
3111;München;;4810210000000000,0;1,15272e+16;;very low;D;10186,0;0,2067;126304,74;611160,0;60,0
3112;München;;4810340000000000,0;1,151e+16;;very low;G;10186,0;0,3134;191556,97;611160,0;60,0
3113;München;;4809760000000000,0;1,15493e+16;HQ 50;medium;E;10186,0;0,464;283593,88;611160,0;60,0
3114;München;;4,81461e+16;1,16993e+16;;very low;C;10186,0;0,1428;105954,4;742175,69;72,86
3115;München;;4814120000000000,0;1,16923e+16;;very low;G;10186,0;0,3097;189279,87;611160,0;60,0
3116;München;;4812430000000000,0;1,17054e+16;;very low;D;10186,0;0,4868;297512,19;611160,0;60,0
3117;München;;4812590000000000,0;1,17044e+16;;very low;B;10186,0;0,5131;313601,49;611160,0;60,0
3118;München;;4813270000000000,0;1,17117e+16;;very low;G;10186,0;0,4665;285135,97;611160,0;60,0
3119;München;;4813940000000000,0;1,16672e+16;;very low;C;10186,0;0,4269;260882,92;611160,0;60,0
3120;München;;4810580000000000,0;1,15887e+16;;very low;C;10186,0;0,2846;173926,66;611160,0;60,0
3121;München;;4811370000000000,0;1,15992e+16;;very low;F;10186,0;0,7132;435852,53;611160,0;60,0
3122;München;;4811200000000000,0;1,15871e+16;;very low;E;10186,0;0,1932;206066,74;1066637,81;104,72
3123;München;;4810820000000000,0;1,15907e+16;;very low;C;10186,0;0,3086;188614,82;611160,0;60,0
3124;München;;4811010000000000,0;1,15832e+16;;very low;F;10186,0;0,6239;381293,89;611160,0;60,0
3125;München;;4810540000000000,0;1,15863e+16;;very low;B;10186,0;0,5005;305860,3;611160,0;60,0
3126;München;;4811240000000000,0;1158810000000000,0;;very low;A+;10186,0;0,1779;124158,39;697959,41;68,52
3127;München;;4810760000000000,0;1,15337e+16;;very low;F;10186,0;0,4607;281579,73;611160,0;60,0
3128;München;;4810480000000000,0;1,15275e+16;;very low;C;10186,0;0,2122;129703,31;611160,0;60,0
3129;München;;4810330000000000,0;1153760000000000,0;;very low;H;10186,0;0,5887;359811,88;611160,0;60,0
3130;München;;4810780000000000,0;1,15247e+16;;very low;A;10186,0;0,5312;324624,34;611160,0;60,0
3131;München;;4810750000000000,0;1,15391e+16;;very low;G;10186,0;0,6738;411820,94;611160,0;60,0
3132;München;;4811230000000000,0;1,15344e+16;;very low;H;10186,0;0,5543;338764,92;611160,0;60,0
3133;München;;4817260000000000,0;1,16483e+16;;very low;E;10186,0;0,2209;272677,63;1234391,89;121,19
3134;München;;4815540000000000,0;1,16466e+16;;very low;F;10186,0;0,3754;229413,48;611160,0;60,0
3135;München;;481586000000000,0;1,16617e+16;;very low;G;10186,0;0,5746;351188,5;611160,0;60,0
3136;München;;4815770000000000,0;1,16577e+16;;very low;G;10186,0;0,4325;264310,03;611160,0;60,0
3137;München;;4,80923e+16;1,15601e+16;;very low;D;10186,0;0,5436;332202,38;611160,0;60,0
3138;München;;4808870000000000,0;1154840000000000,0;HQ 50;medium;G;10186,0;0,5441;332528,66;611160,0;60,0
3139;München;;4,80857e+16;1,15501e+16;;very low;E;10186,0;0,6527;398885,98;611160,0;60,0
3140;München;;4812010000000000,0;1161470000000000,0;;very low;G;10186,0;0,5065;309562,83;611160,0;60,0
3141;München;;4812270000000000,0;1,16176e+16;;very low;F;10186,0;0,6131;374727,48;611160,0;60,0
3142;München;;4812840000000000,0;1,1609e+16;;very low;E;10186,0;0,2493;152381,45;611160,0;60,0
3143;München;;4811960000000000,0;1,16399e+16;;very low;E;10186,0;0,4878;298132,85;611160,0;60,0
3144;München;;4812200000000000,0;1,16129e+16;;very low;F;10186,0;0,7267;444106,16;611160,0;60,0
3145;München;;4809140000000000,0;1,15146e+16;;very low;A;10186,0;0,4254;259999,44;611160,0;60,0
3146;München;;4808440000000000,0;1,15028e+16;;very low;F;10186,0;0,7245;442776,3;611160,0;60,0
3147;München;;4808820000000000,0;1,15094e+16;;very low;C;10186,0;0,5037;307864,77;611160,0;60,0
3148;München;;4807360000000000,0;1,14951e+16;;very low;D;10186,0;0,4805;293641,88;611160,0;60,0
