ort,landkreis,latitude,longitude,geometry,GEB_HQ,flood_risk
München,,2779855.895025686,4434855.455046884,POINT (4434855.455046884 2779855.895025686),,very low
München,,2780513.3217143384,4435297.84861892,POINT (4435297.84861892 2780513.3217143384),,very low
München,,2780229.793021468,4435643.53316318,POINT (4435643.53316318 2780229.793021468),,very low
München,,2780141.297801302,4435750.709600112,POINT (4435750.709600112 2780141.297801302),,very low
München,,2779430.6302793,4434202.604288429,POINT (4434202.604288429 2779430.6302793),,very low
München,,2780110.07801385,4435525.922126688,POINT (4435525.922126688 2780110.07801385),,very low
München,,2780294.1127250902,4434985.258811049,POINT (4434985.258811049 2780294.1127250902),,very low
München,,2778049.4895460373,4444365.444100328,POINT (4444365.444100328 2778049.4895460373),,very low
München,,2778723.6186744208,4442965.592170219,POINT (4442965.592170219 2778723.6186744208),,very low
München,,2778591.618813607,4442581.342659488,POINT (4442581.342659488 2778591.618813607),,very low
München,,2778645.0920189247,4443602.785070715,POINT (4443602.785070715 2778645.0920189247),,very low
München,,2778494.3351885825,4444792.147785496,POINT (4444792.147785496 2778494.3351885825),,very low
München,,2779614.007412749,4442546.397082886,POINT (4442546.397082886 2779614.007412749),,very low
München,,2778494.750017104,4434068.490654901,POINT (4434068.490654901 2778494.750017104),,very low
München,,2778694.079927713,4436963.303800679,POINT (4436963.303800679 2778694.079927713),,very low
München,,2776809.907991498,4435337.071961295,POINT (4435337.071961295 2776809.907991498),,very low
München,,2778160.3799624904,4433799.171963153,POINT (4433799.171963153 2778160.3799624904),,very low
München,,2776822.1390093523,4435624.29228711,POINT (4435624.29228711 2776822.1390093523),,very low
München,,2777275.8402581224,4435134.202254967,POINT (4435134.202254967 2777275.8402581224),,very low
München,,2781921.41362624,4447278.371074675,POINT (4447278.371074675 2781921.41362624),,very low
München,,2780597.309567445,4445789.338192395,POINT (4445789.338192395 2780597.309567445),,very low
München,,2780567.4154240536,4446368.636168425,POINT (4446368.636168425 2780567.4154240536),,very low
München,,2781829.410628961,4445067.842078826,POINT (4445067.842078826 2781829.410628961),,very low
München,,2782213.375963679,4447719.6064253105,POINT (4447719.6064253105 2782213.375963679),,very low
München,,2782265.0494024344,4447871.819463654,POINT (4447871.819463654 2782265.0494024344),,very low
München,,2778521.104484317,4439668.637072853,POINT (4439668.637072853 2778521.104484317),,very low
München,,2778800.8917827522,4440101.895797979,POINT (4440101.895797979 2778800.8917827522),,very low
München,,2778833.4633817007,4439685.892026012,POINT (4439685.892026012 2778833.4633817007),,very low
München,,2778756.649946112,4439270.545704447,POINT (4439270.545704447 2778756.649946112),,very low
München,,2778963.485047093,4439372.705772361,POINT (4439372.705772361 2778963.485047093),,very low
München,,2778675.35277441,4440506.4771011835,POINT (4440506.4771011835 2778675.35277441),,very low
München,,2778501.179336589,4439255.944200295,POINT (4439255.944200295 2778501.179336589),,very low
München,,2778843.490998241,4435187.283686385,POINT (4435187.283686385 2778843.490998241),,very low
München,,2779273.750402735,4434644.87397894,POINT (4434644.87397894 2779273.750402735),,very low
München,,2779027.3955458878,4434729.409676044,POINT (4434729.409676044 2779027.3955458878),,very low
München,,2778539.6080482095,4434289.828022142,POINT (4434289.828022142 2778539.6080482095),,very low
München,,2778685.471478842,4435157.42742046,POINT (4435157.42742046 2778685.471478842),,very low
München,,2778272.1276694876,4434745.83934268,POINT (4434745.83934268 2778272.1276694876),,very low
München,,2782760.996593008,4444207.106534834,POINT (4444207.106534834 2782760.996593008),,very low
München,,2785570.471487657,4444466.529394118,POINT (4444466.529394118 2785570.471487657),,very low
München,,2786801.972622807,4444732.52028041,POINT (4444732.52028041 2786801.972622807),,very low
München,,2785887.2869080994,4446394.065080527,POINT (4446394.065080527 2785887.2869080994),,very low
München,,2775685.248495882,4436463.57597439,POINT (4436463.57597439 2775685.248495882),,very low
München,,2775120.6660832264,4436526.861667295,POINT (4436526.861667295 2775120.6660832264),,very low
München,,2776513.3583404943,4437981.503647315,POINT (4437981.503647315 2776513.3583404943),,very low
München,,2780301.1395962765,4440650.402859875,POINT (4440650.402859875 2780301.1395962765),,very low
München,,2780135.7058205176,4442180.110082027,POINT (4442180.110082027 2780135.7058205176),,very low
München,,2779942.486899411,4443047.990895917,POINT (4443047.990895917 2779942.486899411),,very low
München,,2780236.4911672766,4441518.172267647,POINT (4441518.172267647 2780236.4911672766),,very low
München,,2779963.1605871217,4441104.624444556,POINT (4441104.624444556 2779963.1605871217),,very low
München,,2775812.289490077,4433233.391125263,POINT (4433233.391125263 2775812.289490077),,very low
München,,2776671.5805708636,4433277.738940255,POINT (4433277.738940255 2776671.5805708636),,very low
München,,2775882.20210734,4433999.292136957,POINT (4433999.292136957 2775882.20210734),,very low
München,,2775218.4054668443,4433197.425602732,POINT (4433197.425602732 2775218.4054668443),,very low
München,,2780893.690405107,4428809.699824327,POINT (4428809.699824327 2780893.690405107),,very low
München,,2781338.906851924,4429719.473007255,POINT (4429719.473007255 2781338.906851924),,very low
München,,2781692.0945435218,4429938.258441286,POINT (4429938.258441286 2781692.0945435218),,very low
München,,2782196.257995223,4430848.162975864,POINT (4430848.162975864 2782196.257995223),,very low
München,,2782895.786124781,4429340.195605599,POINT (4429340.195605599 2782895.786124781),,very low
München,,2781475.20441614,4430681.560129505,POINT (4430681.560129505 2781475.20441614),,very low
München,,2779059.2624552287,4444641.855731219,POINT (4444641.855731219 2779059.2624552287),,very low
München,,2780377.1644055666,4444087.54838971,POINT (4444087.54838971 2780377.1644055666),,very low
München,,2780278.439452401,4443534.828707282,POINT (4443534.828707282 2780278.439452401),,very low
München,,2779742.5825842577,4444566.832663979,POINT (4444566.832663979 2779742.5825842577),,very low
München,,2780254.3140080892,4444899.454938087,POINT (4444899.454938087 2780254.3140080892),,very low
München,,2780083.050528682,4444046.694004773,POINT (4444046.694004773 2780083.050528682),,very low
München,,2780250.548040658,4445404.523080266,POINT (4445404.523080266 2780250.548040658),,very low
München,,2783772.587571958,4431019.807525595,POINT (4431019.807525595 2783772.587571958),,very low
München,,2783838.3965843352,4430423.303229363,POINT (4430423.303229363 2783838.3965843352),,very low
München,,2785070.1163858227,4430946.989828585,POINT (4430946.989828585 2785070.1163858227),,very low
München,,2785953.163835284,4428302.995729749,POINT (4428302.995729749 2785953.163835284),,very low
München,,2783036.2868657303,4441888.40396315,POINT (4441888.40396315 2783036.2868657303),,very low
München,,2784229.7000223906,4441084.5540638985,POINT (4441084.5540638985 2784229.7000223906),,very low
München,,2783672.697978355,4441832.09889122,POINT (4441832.09889122 2783672.697978355),,very low
München,,2785871.645484668,4441904.932329666,POINT (4441904.932329666 2785871.645484668),,very low
München,,2779119.042418277,4431929.707522433,POINT (4431929.707522433 2779119.042418277),,very low
München,,2779155.8771486524,4430501.966459787,POINT (4430501.966459787 2779155.8771486524),,very low
München,,2780006.865733181,4432303.024174311,POINT (4432303.024174311 2780006.865733181),,very low
München,,2779944.859017083,4431539.292469867,POINT (4431539.292469867 2779944.859017083),,very low
München,,2779190.3019784954,4431903.407875196,POINT (4431903.407875196 2779190.3019784954),,very low
München,,2779884.417714028,4431151.160615288,POINT (4431151.160615288 2779884.417714028),,very low
München,,2777321.5718448777,4441419.182920282,POINT (4441419.182920282 2777321.5718448777),,very low
München,,2776635.5099111283,4442357.793322451,POINT (4442357.793322451 2776635.5099111283),,very low
München,,2777618.295233344,4443994.097122888,POINT (4443994.097122888 2777618.295233344),,very low
München,,2777547.3287964487,4442703.926965879,POINT (4442703.926965879 2777547.3287964487),,very low
München,,2776763.969563869,4442654.436197626,POINT (4442654.436197626 2776763.969563869),,very low
München,,2777844.88035249,4441303.623731839,POINT (4441303.623731839 2777844.88035249),,very low
München,,2777410.348018045,4444029.968616331,POINT (4444029.968616331 2777410.348018045),,very low
München,,2778182.417666545,4443549.957907104,POINT (4443549.957907104 2778182.417666545),,very low
München,,2783499.999814026,4437562.426439932,POINT (4437562.426439932 2783499.999814026),,very low
München,,2783384.044843403,4437496.521985174,POINT (4437496.521985174 2783384.044843403),,very low
München,,2783454.210134974,4437316.289903335,POINT (4437316.289903335 2783454.210134974),,very low
München,,2776503.4922325574,4430978.814979884,POINT (4430978.814979884 2776503.4922325574),,very low
München,,2775577.8770344174,4431061.156619835,POINT (4431061.156619835 2775577.8770344174),,very low
München,,2776211.265859091,4431250.669788997,POINT (4431250.669788997 2776211.265859091),,very low
München,,2775784.1397187277,4431214.940778315,POINT (4431214.940778315 2775784.1397187277),,very low
München,,2788224.1590155596,4435782.344585577,POINT (4435782.344585577 2788224.1590155596),,very low
München,,2788171.165422081,4436558.834831245,POINT (4436558.834831245 2788171.165422081),,very low
München,,2788338.6699329917,4436300.254152096,POINT (4436300.254152096 2788338.6699329917),,very low
München,,2779854.3839575932,4439385.431260858,POINT (4439385.431260858 2779854.3839575932),,very low
München,,2779714.631535096,4440344.082679788,POINT (4440344.082679788 2779714.631535096),,very low
München,,2779751.543616129,4439417.90506269,POINT (4439417.90506269 2779751.543616129),,very low
München,,2780443.62756643,4438390.514855317,POINT (4438390.514855317 2780443.62756643),HQ 50,medium
München,,2779354.7438234463,4439034.388875194,POINT (4439034.388875194 2779354.7438234463),,very low
München,,2779632.7518651956,4440264.244551539,POINT (4440264.244551539 2779632.7518651956),,very low
München,,2780045.490678543,4438610.899765838,POINT (4438610.899765838 2780045.490678543),,very low
Karlskron,Landkreis Neuburg-Schrobenhausen,2841397.7829821985,4420390.936727323,POINT (4420390.936727323 2841397.7829821985),,very low
München,,2777726.236336668,4438225.32010415,POINT (4438225.32010415 2777726.236336668),,very low
München,,2777583.7151498743,4437938.509601588,POINT (4437938.509601588 2777583.7151498743),,very low
München,,2778124.4729691707,4437896.569551511,POINT (4437896.569551511 2778124.4729691707),,very low
München,,2777919.38076141,4438795.693208182,POINT (4438795.693208182 2777919.38076141),,very low
München,,2778548.945474293,4438547.474611542,POINT (4438547.474611542 2778548.945474293),,very low
Hohenlinden,Landkreis Ebersberg,2784000.6738478406,4467501.877129267,POINT (4467501.877129267 2784000.6738478406),,very low
München,,2780719.940073898,4441683.798737797,POINT (4441683.798737797 2780719.940073898),,very low
München,,2781099.42305713,4441427.014706987,POINT (4441427.014706987 2781099.42305713),,very low
München,,2781311.4987325612,4442455.749755027,POINT (4442455.749755027 2781311.4987325612),,very low
München,,2780265.642200194,4442911.156455094,POINT (4442911.156455094 2780265.642200194),,very low
München,,2781273.953701893,4442148.1107364725,POINT (4442148.1107364725 2781273.953701893),,very low
München,,2780823.054485709,4441431.628379907,POINT (4441431.628379907 2780823.054485709),,very low
München,,2777564.8316804394,4436231.128656621,POINT (4436231.128656621 2777564.8316804394),,very low
München,,2779376.4523409684,4435853.6989036985,POINT (4435853.6989036985 2779376.4523409684),,very low
München,,2779279.333843057,4436278.190916682,POINT (4436278.190916682 2779279.333843057),,very low
München,,2778273.60713803,4435813.451752911,POINT (4435813.451752911 2778273.60713803),,very low
München,,2778171.6204722906,4436405.784298456,POINT (4436405.784298456 2778171.6204722906),,very low
München,,2777937.720163472,4435875.214221234,POINT (4435875.214221234 2777937.720163472),,very low
München,,2782494.757774604,4441021.1848123325,POINT (4441021.1848123325 2782494.757774604),,very low
München,,2782381.2362531605,4441127.475739428,POINT (4441127.475739428 2782381.2362531605),,very low
Ebersberg,Landkreis Ebersberg,2779820.074923591,4461948.021975242,POINT (4461948.021975242 2779820.074923591),,very low
Ebersberg,Landkreis Ebersberg,2777097.193996796,4466603.857538841,POINT (4466603.857538841 2777097.193996796),,very low
Ebersberg,Landkreis Ebersberg,2776497.668543591,4470613.622275915,POINT (4470613.622275915 2776497.668543591),,very low
Pliening,Landkreis Ebersberg,2789507.0026266202,4453107.003584642,POINT (4453107.003584642 2789507.0026266202),,very low
München,,2783119.7338793194,4428364.886833056,POINT (4428364.886833056 2783119.7338793194),,very low
München,,2782529.5041235727,4427690.019306597,POINT (4427690.019306597 2782529.5041235727),,very low
München,,2782327.308144615,4429012.6193322055,POINT (4429012.6193322055 2782327.308144615),,very low
München,,2782091.9504529187,4428052.261621014,POINT (4428052.261621014 2782091.9504529187),,very low
München,,2781347.8645105925,4428360.703508203,POINT (4428360.703508203 2781347.8645105925),,very low
Bruck,Landkreis Ebersberg,2768424.942969764,4466489.140628331,POINT (4466489.140628331 2768424.942969764),,very low
Bruck,Landkreis Ebersberg,2772422.0460256375,4469556.370923649,POINT (4469556.370923649 2772422.0460256375),,very low
Bruck,Landkreis Ebersberg,2769442.6739768963,4465773.50097091,POINT (4465773.50097091 2769442.6739768963),,very low
Bruck,Landkreis Ebersberg,2772158.2273568497,4468889.89083114,POINT (4468889.89083114 2772158.2273568497),,very low
Grafing bei München,Landkreis Ebersberg,2769479.4485453907,4461856.729150212,POINT (4461856.729150212 2769479.4485453907),,very low
Grafing bei München,Landkreis Ebersberg,2771758.877079604,4463669.902725347,POINT (4463669.902725347 2771758.877079604),,very low
Grafing bei München,Landkreis Ebersberg,2770934.3525771205,4463617.421398966,POINT (4463617.421398966 2770934.3525771205),,very low
Grafing bei München,Landkreis Ebersberg,2769379.2591723735,4470489.8076232355,POINT (4470489.8076232355 2769379.2591723735),,very low
Zorneding,Landkreis Ebersberg,2776993.918796626,4455382.980017508,POINT (4455382.980017508 2776993.918796626),,very low
Zorneding,Landkreis Ebersberg,2776153.8463101983,4457322.702577846,POINT (4457322.702577846 2776153.8463101983),,very low
Oberpframmern,Landkreis Ebersberg,2770424.8126276736,4456875.144185085,POINT (4456875.144185085 2770424.8126276736),,very low
Baiern,Landkreis Ebersberg,2764705.1238778844,4460953.434741134,POINT (4460953.434741134 2764705.1238778844),,very low
Baiern,Landkreis Ebersberg,2765866.03344154,4463885.723934184,POINT (4463885.723934184 2765866.03344154),,very low
Glonn,Landkreis Ebersberg,2765019.2641592594,4464089.364518572,POINT (4464089.364518572 2765019.2641592594),,very low
Glonn,Landkreis Ebersberg,2763258.911764525,4459281.200723073,POINT (4459281.200723073 2763258.911764525),,very low
